week,date,venue,pair,file_path,size_bytes,gzip_valid,sha256
W4,20250923,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250923_BTCUSDT.csv.gz,30191701,True,a52ff143f08c11a5629e94b9a674e0d21bc7f8e2e96f212d6e324582ea3a2617
W4,20250923,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250923_BTCUSDT.csv.gz,15873032,True,f9b5e119d0913f8e4ed5c782484211761e1c3c88f74f43fd5eb79c27fb627dd5
W4,20250924,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250924_BTCUSDT.csv.gz,178564244,True,3a6fd9da98ba8a1d4e483d3b5946c48ec38818ef145c6d9dc3077fd2ed208b8d
W4,20250924,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250924_BTCUSDT.csv.gz,23919280,True,83d1a3e6cd350fe1c7321cd4f697007e23bd1174a0eff7bdf40907c283310eb4
W4,20250924,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250924_BTCUSDT.csv.gz,14926326,True,e8abf9b27d0111e37f22935d8e9e379dafc340c472add1638ae494a671ec9edf
W4,20250925,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250925_BTCUSDT.csv.gz,215546421,True,cc4a76a16007f55f66596985d5b71abafc9c54ad65cb8aaae74a044086161042
W4,20250925,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250925_BTCUSDT.csv.gz,38029400,True,ab65744dc46e654d1864174d004bdf7ee04b25813015e5a56e2588d741f225f8
W4,20250925,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250925_BTCUSDT.csv.gz,13304669,True,93412999bc03adebcd1cea8f8638c976fc81e67588bc31d9520a7bb709d6433b
W4,20250926,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250926_BTCUSDT.csv.gz,210608322,True,a57af0ca26109a1f0e97c86022d4f28a5da6143dc550d7480ff932b6b2d34d10
W4,20250926,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250926_BTCUSDT.csv.gz,28952018,True,7e41fe13e42ad3ecea1b80fe51d355c6cd753528c32da2d8bd611a5c47e12bb0
W4,20250926,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250926_BTCUSDT.csv.gz,9374436,True,f8b47a75bc9aaf294b5024a3ae07dfe3407d43526f295a6734c28b79ab59d7ac
W4,20250927,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250927_BTCUSDT.csv.gz,123692125,True,a01e1c69ab68fd749bdf81e4c738294823a36f79f9095d7063e02842c25a5f2a
W4,20250927,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250927_BTCUSDT.csv.gz,9571057,True,14b473a31e6daf41ce8d12030c5cbbf9962f6b3494c76e718d17cb5be99191f9
W4,20250927,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250927_BTCUSDT.csv.gz,4851370,True,9a266e8937fd3b2ec0e8932fc03c67c2e16f7099730c2b814c1e2b6cbf7a9d89
W4,20250928,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250928_BTCUSDT.csv.gz,116761482,True,d05cdc4231fcd3a9e9c36d7afad0be2dec11d9d99ff70b41c5484a7914c8e69f
W4,20250928,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250928_BTCUSDT.csv.gz,15938180,True,9c1ec4a76f08eba5e3a12810846800f22d66eb94aca99cfffb0aa0f91fc6a140
W4,20250928,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250928_BTCUSDT.csv.gz,7336598,True,3fa513320f97783d914a8ed4ff192693bf2059dcd353ddf7129277f2730e798d
W5,20250929,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250929_BTCUSDT.csv.gz,162529398,True,d988bd5700b132b0351212b9311f4fa4d3551bc607f833949982e1fd9cbddb46
W5,20250929,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250929_BTCUSDT.csv.gz,27437973,True,99d26d6751c7e9fbca443e35d5d742e90ec264fd7032f93e354c27102363a61a
W5,20250929,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250929_BTCUSDT.csv.gz,10592025,True,efd832ddeed3532b8936520eae0bc39b213abccdb514699313e6e0e6b4778a36
W5,20250930,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250930_BTCUSDT.csv.gz,162498925,True,cf9c279672a87116fbe7807aa057594ebbe22b7efe8edb30378b8a8717b5ab5a
W5,20250930,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250930_BTCUSDT.csv.gz,24711408,True,598c0833e6bdbb4c338104f27cc0c6d9dde762f3f4eb82acf1cbc6c44eb4496d
W5,20250930,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250930_BTCUSDT.csv.gz,15970187,True,64eb552eeb1ef44492651331694b322fde7e9f4e3bd37fbc2c43d6f086551410
W5,20251001,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251001_BTCUSDT.csv.gz,169173632,True,94c9e6689ed18ec451cae85933cd7dd57fb37357dbea0ba9ba403f8b0c987bb3
W5,20251001,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251001_BTCUSDT.csv.gz,31901621,True,565d417733372739e3dea6715a46e63722ecb481fe63bd5a9fda455b2cec2868
W5,20251001,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20251001_BTCUSDT.csv.gz,11363158,True,84120d738878ca844ee6284470432b8269aee648f4d047072f1fd76444d84a35
W5,20251002,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251002_BTCUSDT.csv.gz,171216963,True,0ab9bb1128916970ef59014795eafc54b328b7167fc8a14cb38da360a377dbb8
W5,20251002,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251002_BTCUSDT.csv.gz,32906308,True,3988848cf344b0bf70fb169c1b7cdb42f9541a7d0afe0d64c4994fe8d136c883
W5,20251002,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20251002_BTCUSDT.csv.gz,11465559,True,5e5c48a9a900008b893fa02231e1ca9b2fee6c602797cde4ec3427fb75af3a3c
W5,20251003,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251003_BTCUSDT.csv.gz,209249857,True,cf143f95a093211293dcafedc12c4ca6afd5185d1f7c9cc61fc8342c78a5ed1d
W5,20251003,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251003_BTCUSDT.csv.gz,38452413,True,671817bae41c5b90c93c242c4f6e82048d1b09f725ca6f26090fea9e90b3709c
W5,20251003,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20251003_BTCUSDT.csv.gz,12499997,True,4fd70ea75b81f29edd476889d6f9c7a692022cae60ba3cde2ae22261ee7092ea
W5,20251004,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251004_BTCUSDT.csv.gz,105256455,True,aba54eeeadf385425baa4cec94f07427e73612e83de4f8b5a8520c0992f023ee
W5,20251004,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251004_BTCUSDT.csv.gz,16861956,True,fa9e2a09c310d2e9f8f9c1a0ac188cfde80efa084b2e32187483eac0babab744
W5,20251004,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20251004_BTCUSDT.csv.gz,8000221,True,d75aee1ca4cae743fd9db97694f00615c7ae385581c7422e1da11913e64bf6c5
W5,20251005,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251005_BTCUSDT.csv.gz,181762530,True,d34524d66e90c4ba3dd874ed60b635d6ee4ed425b93ea67d43eb5d17869b9aab
W5,20251005,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251005_BTCUSDT.csv.gz,35804863,True,3c756ca9426f01f21265cb31e87acae2264456a404d444f37c89298c0af054a4
W5,20251005,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20251005_BTCUSDT.csv.gz,19591185,True,6e2d7a0462de18af183db401d39b6017116eb45d4fda1380e0205301c502f8c4
W6,20251006,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251006_BTCUSDT.csv.gz,205788441,True,522e193808f83ef125bae721908c3da5ef251a74746262edafa5de05530755e5
W6,20251006,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251006_BTCUSDT.csv.gz,39413782,True,d8d9d1f889d1fc9f2d05b1ba5eeda86606a6b61d1d483af9c2287a38871d25d1
W6,20251006,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20251006_BTCUSDT.csv.gz,12521952,True,c868628bc65e71907a410bf46a4e656e83c6e612ea993a01afa9167d692adf8f
W6,20251007,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251007_BTCUSDT.csv.gz,215354920,True,a698e58ebd16a4d422c170dc4fae00b42b41d6d5592c6ceb017274a14fae4e24
W6,20251007,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251007_BTCUSDT.csv.gz,44140246,True,5449148194b03b5948a7b937395652f160fab30507733d83b5a0550331e31ee0
W6,20251007,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20251007_BTCUSDT.csv.gz,18657261,True,62f4059ef1b07539dcb710d1af1b5f9f8ee757218bdef064bd0e7a5aa19916a7
W6,20251008,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251008_BTCUSDT.csv.gz,203834892,True,0361f64fd4b4892b6b2034028d99e52c6be25d2693b62c73c6f41ea05291d6d2
W6,20251008,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251008_BTCUSDT.csv.gz,39252226,True,27d367cf905e3a30cde05a0083beb26c5313f1f42e7d55fa3e4bd45a7184ed46
W6,20251008,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20251008_BTCUSDT.csv.gz,11650222,True,7da892b66d820fcb9dd629a6e7b4b5fc084749684849f46fb4381ecf4f68bc58
W6,20251009,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251009_BTCUSDT.csv.gz,207982691,True,b0ab685087f28de1cc9e2f58b3f8ecf66eb13fd21e386126c345cfa8e7aa1bca
