date,venue,filename,key,size_bytes,sha256,attempts,status,is_priority
20250708,BITGET,IDDI-36881236+SC-BITGET_SPOT_LTC_BTC+S-LTCBTC.csv.gz,T-TRADES/D-20250708/E-BITGET/IDDI-36881236+SC-BITGET_SPOT_LTC_BTC+S-LTCBTC.csv.gz,127827,8bdfec184c10bb76631e3094ac405e920abea3bdc65249638b2ca952e3a1a1b8,1,success,True
20250708,BITGET,IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,T-TRADES/D-20250708/E-BITGET/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,5639034,e8e67692067f4bae33867f24e74daef26709cafa85990d1dad8be9f185b62e94,1,success,True
20250708,BINANCE,IDDI-20233713+SC-BINANCE_SPOT_BTC_FDUSD+S-BTCFDUSD.csv.gz,T-TRADES/D-20250708/E-BINANCE/IDDI-20233713+SC-BINANCE_SPOT_BTC_FDUSD+S-BTCFDUSD.csv.gz,70100360,33752968965118ad347a3157aed23957a09ca35e394636144710abab0d34af38,1,success,True
20250708,BITGET,IDDI-6891538+SC-BITGET_SPOT_ETH_BTC+S-ETHBTC.csv.gz,T-TRADES/D-20250708/E-BITGET/IDDI-6891538+SC-BITGET_SPOT_ETH_BTC+S-ETHBTC.csv.gz,451802,6e8cdb6fd5f814627109792ac9c60905dc4e5ce4866b98dc8f439f1d61ab320a,1,success,True
20250708,BITGET,IDDI-6891663+SC-BITGET_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,T-TRADES/D-20250708/E-BITGET/IDDI-6891663+SC-BITGET_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,141817,ee8a4033ac276805ec806ff03fc07dcd6349e33e4242b65186cf0df086f4dd45,1,success,True
20250709,BINANCE,IDDI-138177+SC-BINANCE_SPOT_ETH_BTC+S-ETHBTC.csv.gz,T-TRADES/D-20250709/E-BINANCE/IDDI-138177+SC-BINANCE_SPOT_ETH_BTC+S-ETHBTC.csv.gz,3332785,f1f3b984793d1faec5f9e75d11c50f857b861c74dd7194c4668633f192a1758c,1,success,True
20250709,BINANCE,IDDI-138196+SC-BINANCE_SPOT_LTC_BTC+S-LTCBTC.csv.gz,T-TRADES/D-20250709/E-BINANCE/IDDI-138196+SC-BINANCE_SPOT_LTC_BTC+S-LTCBTC.csv.gz,152990,022013d8580bc05d76e45478be042c32f68f85b88b03dcd34864adae23f4be24,1,success,True
20250709,BINANCE,IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,T-TRADES/D-20250709/E-BINANCE/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,89418242,3e7a514038c9d9c21835a9926fe6c068906b3a5972c4348230315b914dcbe297,1,success,True
20250709,BINANCE,IDDI-36885797+SC-BINANCE_SPOT_BTC_JPY+S-BTCJPY.csv.gz,T-TRADES/D-20250709/E-BINANCE/IDDI-36885797+SC-BINANCE_SPOT_BTC_JPY+S-BTCJPY.csv.gz,1882192,81c1827d2ff858a54502b230d434b1c7bbfe665479576366f88175a3a2616079,1,success,True
20250709,BINANCE,IDDI-6870353+SC-BINANCE_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,T-TRADES/D-20250709/E-BINANCE/IDDI-6870353+SC-BINANCE_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,598357,04ec1c7bc16fb420327fa9a231aa1a4b03f26753ce5b67d6fe8efa9b1dab2476,1,success,True
20250709,BYBITSPOT,IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,T-TRADES/D-20250709/E-BYBITSPOT/IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,190189,87ac2dc7febe4c3f5be28b97e9d73759e0a954e5a7fff55aec63638e2a8a98a7,1,success,True
20250709,BINANCE,IDDI-20233713+SC-BINANCE_SPOT_BTC_FDUSD+S-BTCFDUSD.csv.gz,T-TRADES/D-20250709/E-BINANCE/IDDI-20233713+SC-BINANCE_SPOT_BTC_FDUSD+S-BTCFDUSD.csv.gz,103953691,de015d248694617027d6d08f2eb3f250fae25c3414bca9471d536b2cdbecfb24,1,success,True
20250709,BYBITSPOT,IDDI-6072818+SC-BYBITSPOT_SPOT_ETH_BTC+S-ETHBTC.csv.gz,T-TRADES/D-20250709/E-BYBITSPOT/IDDI-6072818+SC-BYBITSPOT_SPOT_ETH_BTC+S-ETHBTC.csv.gz,712429,71d5ace04a8288abc7eb4a4a771948592424a9d7d747541e00cd0b0d2ddb27b3,1,success,True
20250709,BYBITSPOT,IDDI-6072968+SC-BYBITSPOT_SPOT_LTC_BTC+S-LTCBTC.csv.gz,T-TRADES/D-20250709/E-BYBITSPOT/IDDI-6072968+SC-BYBITSPOT_SPOT_LTC_BTC+S-LTCBTC.csv.gz,20413,dc80213ff194a5899f0c0bc2529777576392a5f19ca3afc05771ac745be4329c,1,success,True
20250709,BYBITSPOT,IDDI-6075118+SC-BYBITSPOT_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,T-TRADES/D-20250709/E-BYBITSPOT/IDDI-6075118+SC-BYBITSPOT_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,195597,b53f7e57c5b5e2b66cbea874489eb81bb870a1bd09a3609f94ee34491a02f2ef,1,success,True
20250709,BITGET,IDDI-36881236+SC-BITGET_SPOT_LTC_BTC+S-LTCBTC.csv.gz,T-TRADES/D-20250709/E-BITGET/IDDI-36881236+SC-BITGET_SPOT_LTC_BTC+S-LTCBTC.csv.gz,107378,da5ee10d1f01463eafdf384d9ba0cf4f164429628e07a50ccc3d727de93c7bf7,1,success,True
