venue,window_start,lrs,mean_correlation
BITGET,6840,0.988445423471643,0.988445423471643
BINANCE,6900,0.9850469667726109,0.9850469667726109
COINBASE,6900,0.9819104752643512,0.9819104752643512
BYBITSPOT,6900,0.9863576163914601,0.9863576163914601
BITGET,6900,0.9847940695754799,0.9847940695754799
BINANCE,6960,0.9863474305776722,0.9863474305776722
COINBASE,6960,0.9825542850472776,0.9825542850472776
BYBITSPOT,6960,0.9883923326671717,0.9883923326671717
BITGET,6960,0.9874279059842695,0.9874279059842695
BINANCE,7020,0.9755472263210204,0.9755472263210204
COINBASE,7020,0.967031695706193,0.967031695706193
BYBITSPOT,7020,0.9784595253116657,0.9784595253116657
BITGET,7020,0.9789722630485208,0.9789722630485208
BINANCE,7080,0.9303379804597594,0.9303379804597594
COINBASE,7080,0.9146091478621652,0.9146091478621652
BYBITSPOT,7080,0.9338709568863862,0.9338709568863862
BITGET,7080,0.9261911109010795,0.9261911109010795
BINANCE,7140,0.9470277292349828,0.9470277292349828
COINBASE,7140,0.9327289577276118,0.9327289577276118
BYBITSPOT,7140,0.9462359256805389,0.9462359256805389
BITGET,7140,0.934555656424798,0.934555656424798
BINANCE,7200,0.9912779526514051,0.9912779526514051
COINBASE,7200,0.9902550953507276,0.9902550953507276
BYBITSPOT,7200,0.9913665465670375,0.9913665465670375
BITGET,7200,0.9889226205890518,0.9889226205890518
BINANCE,7260,0.9932529848940251,0.9932529848940251
COINBASE,7260,0.9924439980986288,0.9924439980986288
BYBITSPOT,7260,0.9942601102061815,0.9942601102061815
BITGET,7260,0.9928501944733114,0.9928501944733114
BINANCE,7320,0.9894756806545962,0.9894756806545962
COINBASE,7320,0.9889294360343914,0.9889294360343914
BYBITSPOT,7320,0.9915446191273366,0.9915446191273366
BITGET,7320,0.9899364126394694,0.9899364126394694
BINANCE,7380,0.9890362549031396,0.9890362549031396
COINBASE,7380,0.9886000116573374,0.9886000116573374
BYBITSPOT,7380,0.9915520810904274,0.9915520810904274
BITGET,7380,0.9897215917496172,0.9897215917496172
BINANCE,7440,0.9883059519307317,0.9883059519307317
COINBASE,7440,0.9886650866834031,0.9886650866834031
BYBITSPOT,7440,0.9909123506778474,0.9909123506778474
BITGET,7440,0.9889929117580031,0.9889929117580031
BINANCE,7500,0.9905042872471563,0.9905042872471563
COINBASE,7500,0.989454852571496,0.989454852571496
BYBITSPOT,7500,0.9935312743484639,0.9935312743484639
BITGET,7500,0.9900797907926427,0.9900797907926427
BINANCE,7560,0.9469609810987724,0.9469609810987724
COINBASE,7560,0.9398498328353745,0.9398498328353745
BYBITSPOT,7560,0.9628428215701428,0.9628428215701428
BITGET,7560,0.9409499119816225,0.9409499119816225
BINANCE,7620,0.9716051404383478,0.9716051404383478
COINBASE,7620,0.9618159782994088,0.9618159782994088
BYBITSPOT,7620,0.9778978608533295,0.9778978608533295
