edge,freq,lag,lag_s,placebo_p_values,placebo_median_p
COINBASE->BITGET,5s,1,5,"[1.0880185641326534e-14, 0.0, 8.453682198705792e-12, 0.10413067033642798, 0.0, 0.0, 0.19678343983520374, 9.402911782530055e-10, 0.0, 8.992806499463768e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04922435051893714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7379762013486206, 0.0, 0.0, 6.966717647216569e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1470626105090105e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.097005629624448e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8609558338766874e-12, 5.302226255610165e-06, 2.6697732669056506e-07, 0.0, 0.0, 0.0, 1.0490596085155346e-06, 0.0, 0.0, 0.0, 0.0, 4.8783419526188254e-09, 0.008852190473234378, 0.0, 2.4077594158455895e-06, 0.0, 0.0, 0.0, 0.12457839027594453, 0.0, 0.16836342947404903, 0.0, 6.810051633721059e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058255645323300076, 0.0, 0.0, 0.0, 1.607713733253746e-07, 0.0, 0.0, 2.375877272697835e-14, 0.0, 8.51264714052391e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
COINBASE->BITGET,5s,2,10,"[0.4639111111210785, 6.818687213305807e-06, 0.8701149851551491, 8.51669639256869e-08, 4.0259072697779175e-07, 4.027965472275241e-07, 1.2795033255130761e-08, 0.3820514904914658, 1.0324519017501643e-10, 0.6452584925365517, 1.3079404226346014e-10, 1.195199494929966e-10, 0.024828892848518302, 0.0, 0.0, 2.3527846337856317e-12, 0.0, 0.0694982896471883, 0.0, 0.0, 5.283673314426807e-07, 5.219244951781832e-07, 0.0010422917998358372, 0.0, 4.993339075554104e-12, 0.0025156654348217344, 0.0, 0.14690841024018697, 4.525269048372138e-13, 6.345736869306506e-08, 4.318767565791859e-13, 2.7489122089718876e-13, 0.00017030542648832636, 0.0, 0.2296923434438427, 0.0, 0.014669933541660463, 0.0, 0.0, 0.012017383801859127, 0.4825424476874982, 0.007747664979978364, 1.2701972996742583e-05, 4.641009909711613e-08, 0.0, 1.9984014443252818e-15, 1.4572498763243402e-10, 0.009514582343027156, 0.10081993161096747, 0.0, 0.0789517854009869, 2.4890420835532723e-09, 1.4654943925052066e-14, 0.9599645394410987, 0.014768331796080059, 0.06483993205460026, 0.0, 3.535753245742512e-08, 0.08649186000977815, 0.034944619405700594, 7.050671158026489e-11, 1.7507083942547297e-06, 0.0, 0.0, 0.2535794614951641, 1.2591671018746808e-05, 4.018382036674595e-05, 0.022902694353742703, 0.1250347085021366, 6.283862319378386e-14, 0.1246841207304834, 5.1874134987528464e-08, 9.948516585778222e-05, 2.113497776790041e-08, 0.0, 0.2311741776198819, 0.00156111311616014, 4.9773110077921956e-08, 0.0017178618213273822, 0.0, 6.296709662567679e-07, 0.11856611343332513, 3.61288540862148e-07, 1.467004295818697e-11, 0.0, 2.865352399794574e-11, 0.07974842322428044, 0.0837897909922436, 9.156675417898441e-12, 0.525956580240269, 0.0019119584192994754, 0.0386344274454522, 4.6629367034256575e-15, 1.8883174357497978e-08, 1.9275085971770523e-09, 0.0, 0.054514871740848125, 0.03310779405087039, 0.000263213459729128, 3.9718955480161355e-07]",3.9989014088970265e-07
COINBASE->BITGET,5s,3,15,"[0.4250640607877072, 0.002984394086777309, 0.09038860732692222, 5.899725152858082e-12, 0.00040318291223084834, 0.0004033315923930303, 5.406786129924512e-13, 0.016230738570725878, 8.095706827138116e-07, 0.28477004536773043, 9.723667544481174e-07, 9.068113790977606e-07, 0.4753537236102381, 0.0, 0.0, 4.180618340399178e-08, 4.440892098500626e-16, 0.7757022715495274, 5.062616992290714e-14, 0.0, 6.058376023077017e-11, 0.0004860716203494153, 0.08034981265830243, 0.0, 7.575561200567904e-08, 0.13590215704527564, 0.0, 0.9364995989331291, 1.127975046699703e-08, 0.00010481138421325475, 1.0867895916533143e-08, 0.0, 0.025793405904058764, 0.0, 0.00632260469857715, 0.0, 0.3627338495256458, 0.0, 0.0, 0.32640697737186786, 0.025624539593669393, 0.2573729974252428, 0.004579587505065819, 8.320812575712822e-05, 0.0, 1.3956880096088753e-10, 1.0572073729786524e-06, 3.762548633345908e-05, 0.9118836844366602, 0.0, 0.8207641120435123, 9.300399936629233e-06, 7.176301775047023e-10, 0.13895056094197944, 7.286802054284891e-05, 0.0007369972682360615, 1.0547118733938987e-12, 6.80384478652929e-05, 0.8540403401667997, 0.00027485150336126196, 6.021295388958237e-07, 0.0011523583686507965, 0.0, 0.0, 0.007559433588866904, 3.763144906798743e-09, 0.009984016557974096, 0.00014245344927066306, 0.9969988348761247, 2.3182289421441737e-09, 0.995860712467793, 3.149258631651719e-12, 0.018188584927188556, 1.0154099783221682e-12, 0.0, 0.006396073634407751, 0.10249697609032826, 8.762116023097732e-05, 0.10851509839337337, 0.0, 0.000556203952213119, 0.9755888381938653, 3.7204905822818546e-11, 1.7678818386990258e-07, 3.885780586188048e-12, 2.985411307054875e-07, 0.0010333954293941794, 0.8423631661670752, 1.221094285686064e-07, 0.3703189922188481, 0.11563507933245543, 0.00032190587431224493, 2.7724267326334484e-10, 4.268804612483912e-05, 7.659795308700978e-06, 0.0, 0.694708266973644, 0.5481621328861661, 0.034097893799104995, 0.00039927327115796274]",7.803807314998856e-05
COINBASE->BITGET,5s,5,25,"[0.2675354432156969, 0.007853985258365448, 0.0450282815639087, 6.368239269249898e-13, 0.0012510714093627584, 0.0012514971682473508, 5.284661597215745e-14, 0.006634225470387278, 3.7976090292435316e-06, 0.1673583974794417, 4.512524788724548e-06, 4.2255905967625296e-06, 0.6871902438614459, 0.0, 0.0, 2.3131525361819172e-07, 4.440892098500626e-15, 0.9791003480981479, 5.200284647344233e-13, 0.0, 7.248646127777647e-12, 0.0014865584183418878, 0.15056216126543553, 0.0, 4.0599223427584263e-07, 0.2379569895184328, 0.0, 0.6959567642121769, 6.683286746245187e-08, 0.0003594634102601635, 6.451556844311312e-08, 0.0, 0.05508399900583072, 4.440892098500626e-16, 0.002353899912108437, 0.0, 0.5491435681711048, 0.0, 0.0, 0.5026965666710086, 0.010995159058771797, 0.41136186955128795, 0.011598093992390535, 0.0002901024175099298, 0.0, 1.023632290042542e-09, 4.882131416472646e-06, 9.319616754543958e-06, 0.8411245674211751, 0.0, 0.9326129523090325, 3.7577308506397955e-05, 4.873607073463404e-09, 0.0733312863825415, 1.8897765793335353e-05, 0.00022752417189386698, 9.585221505403752e-12, 0.0002406015918141602, 0.8988187664298164, 7.855413652890775e-05, 2.8735701491644505e-06, 0.0032887183985121915, 0.0, 0.0, 0.002862814462999852, 5.477220899052782e-10, 0.023494093062061516, 3.8768370496766735e-05, 0.758573531005525, 1.4872438169888369e-08, 0.7596593708591262, 3.3084646133829665e-13, 0.0402993891175365, 1.0169642905566434e-13, 0.0, 0.00238386213804187, 0.1862505105201553, 0.0003043710913275266, 0.19573854689632286, 0.0, 0.001683183294666657, 0.7790809691574003, 4.354738791789714e-12, 9.044062148078069e-07, 3.3413938282933486e-11, 1.4830627355078008e-06, 0.0003279394542365921, 0.9106267480068733, 6.375896561827687e-07, 0.22744713138261274, 0.20686024165235484, 9.311776454934417e-05, 1.969538088175682e-09, 0.00015591359593258858, 3.133446333070111e-05, 0.0, 0.9351625130842538, 0.7722810619676923, 0.07063565399827842, 0.0012398711652574779]",8.583595053912596e-05
COINBASE->BITGET,5s,10,50,"[0.9675060789719301, 0.0001947038997942574, 0.34904202751226654, 8.990042044132451e-10, 1.7525707810328583e-05, 1.7533396801105994e-05, 1.0531397975910295e-10, 0.09959014774791175, 1.2788795356044602e-08, 0.754479921975697, 1.5768888417255766e-08, 1.4559216721110602e-08, 0.14138613088888907, 0.0, 0.0, 4.4139181198943334e-10, 0.0, 0.2974974225110185, 0.0, 0.0, 7.187507922168379e-09, 2.1895925718995457e-05, 0.012232293917920023, 0.0, 8.645766325088289e-10, 0.024577500383475392, 0.0, 0.4982518571357226, 1.0078848866612589e-10, 3.5630966872535197e-06, 9.665801492531045e-11, 6.661338147750939e-16, 0.0028271862072291043, 0.0, 0.04840880210799048, 0.0, 0.09551437674498042, 0.0, 0.0, 0.08217551155021652, 0.1402136727496086, 0.058834676355725035, 0.00032853866040438717, 2.7168902518859284e-06, 0.0, 7.416289804496046e-13, 1.7352371095569197e-08, 0.0007653136594378829, 0.3856322307255895, 0.0, 0.325382375186432, 2.1161540453285e-07, 4.5987658126023234e-12, 0.4698049381724605, 0.0013267282184932228, 0.008825779735567307, 3.3306690738754696e-15, 2.1456480956416613e-06, 0.3467747102908749, 0.003960848117799287, 9.120260990869156e-09, 6.154887472842319e-05, 0.0, 0.0, 0.05557809063048458, 2.7732855523154853e-07, 0.0008593733745327903, 0.0023094715524907272, 0.44685407904424057, 1.7065460156118206e-11, 0.44600237510143703, 5.123876878343481e-10, 0.0018186721792339267, 1.8555823544375016e-10, 0.0, 0.04884394421933891, 0.016866835353507303, 2.886809188584749e-06, 0.018194370124597237, 0.0, 2.5714337252846775e-05, 0.4309851641295479, 4.655959839894308e-09, 2.2599850879601036e-09, 1.3988810110276972e-14, 4.100012551688792e-09, 0.011584509169766166, 0.33918915263701344, 1.4850134455457464e-09, 0.8894926105282859, 0.019800751098554725, 0.004506547982842335, 1.5920598173124745e-12, 1.2436863909837115e-06, 1.6908235456192244e-07, 0.0, 0.25040906290287746, 0.1746602050844337, 0.004033181205630454, 1.732372416696215e-05]",3.2249529379191344e-06
BYBITSPOT->BINANCE,5s,1,5,"[0.813543002182461, 1.694215413738931e-06, 0.15259701712179696, 0.0, 2.9450637262229407e-08, 2.9472479123882067e-08, 0.0, 0.017417791470367705, 1.3300471835009375e-13, 0.5494288196863664, 1.9051427102567686e-13, 1.6608936448392342e-13, 0.07510636126755377, 0.0, 0.0, 4.440892098500626e-16, 0.0, 0.22708282728707774, 0.0, 0.0, 2.886579864025407e-15, 4.29001607571422e-08, 0.0015795434014602705, 0.0, 1.3322676295501878e-15, 0.004856026566930405, 0.0, 0.47048390598657375, 0.0, 1.9818684471317738e-09, 0.0, 0.0, 0.00014444369475152818, 0.0, 0.004897462487307269, 0.0, 0.04118439976066224, 0.0, 0.0, 0.03262888414099763, 0.03166561641478238, 0.019372146693114267, 4.06418867182623e-06, 1.250570758060121e-09, 0.0, 0.0, 2.2448709557920665e-13, 3.0320820290086203e-06, 0.32930308255178997, 0.0, 0.2584430716126902, 1.6181500583911657e-11, 0.0, 0.25200704506286087, 8.114945194259704e-06, 0.00023908752568413405, 0.0, 8.373770565839322e-10, 0.28314847882689187, 5.729242937624335e-05, 7.460698725481052e-14, 2.450480438564995e-07, 0.0, 0.0, 0.006248421529586823, 2.0394796962364126e-12, 2.0162365228282297e-05, 2.1861243011178644e-05, 0.40486942342712195, 0.0, 0.4037973798630723, 0.0, 6.979244238292104e-05, 0.0, 0.0, 0.004975425192802474, 0.0026533770964298764, 1.3863052927831632e-09, 0.0029974852730898505, 0.0, 5.6278364191086894e-08, 0.38498527992054776, 1.3322676295501878e-15, 6.661338147750939e-15, 0.0, 1.887379141862766e-14, 0.00038800456985588205, 0.2743273356724858, 3.3306690738754696e-15, 0.7137404501977587, 0.003434144482947543, 7.213412803719343e-05, 0.0, 3.312281560141628e-10, 1.1030731883465705e-11, 0.0, 0.17658986758893302, 0.10336421845811272, 0.0002589266977002236, 2.887922812000454e-08]",1.6840868699574685e-09
BYBITSPOT->BINANCE,5s,2,10,"[0.09109819932341257, 1.9183321597893155e-11, 0.6209636698521273, 1.2648393443726036e-10, 8.060219158778636e-14, 8.060219158778636e-14, 6.1886051838655476e-12, 0.6501844629751723, 0.0, 0.18460058815404823, 0.0, 0.0, 0.00021077743089814582, 0.0, 0.0, 0.0, 0.0, 0.0017257093617235597, 0.0, 0.0, 2.2609307759324793e-09, 1.3278267374516872e-13, 3.6671625180950684e-07, 0.0, 0.0, 2.1130267384705803e-06, 0.0, 0.008109528753891482, 0.0, 2.220446049250313e-15, 0.0, 0.0, 1.0277672268799165e-08, 0.0, 0.37358007478382227, 0.0, 7.260147652332627e-05, 0.0, 0.0, 4.854046554036984e-05, 0.8226210243168319, 2.006120744035833e-05, 6.428657606249999e-11, 1.3322676295501878e-15, 0.0, 0.0, 0.0, 0.006022295355869289, 0.0037155517555955697, 0.0, 0.0022435722844227346, 0.0, 0.0, 0.4356394357565807, 0.011090813953078316, 0.08002497576333845, 0.0, 8.881784197001252e-16, 0.0027075679389603202, 0.03564840512215661, 0.0, 1.375344282905644e-12, 0.0, 0.0, 0.41766903794251764, 3.172531273243351e-07, 6.071150249198354e-10, 0.02020940475809163, 0.005802054727167993, 0.0, 0.005768364269494564, 5.756839449588824e-11, 3.5785185925618634e-09, 1.3785861341375494e-11, 0.0, 0.3763174881667899, 8.175975692026327e-07, 1.3322676295501878e-15, 9.888584528994215e-07, 0.0, 1.907363156306019e-13, 0.005197012451034766, 1.2426586426528274e-09, 0.0, 0.0, 0.0, 0.10419325596054341, 0.0025360590118288506, 0.0, 0.11909080140823702, 1.223482091416983e-06, 0.040726909890870244, 0.0, 2.220446049250313e-16, 0.0, 0.0, 0.0010483506133307507, 0.0003784503655392957, 2.419638045481065e-08, 7.838174553853605e-14]",3.781974733385596e-12
BYBITSPOT->BINANCE,5s,3,15,"[0.8301004704870101, 1.6317338036309081e-07, 0.32704608740838426, 2.886579864025407e-15, 2.038133217752147e-09, 2.0397605826616427e-09, 0.0, 0.053911655410015635, 3.9968028886505635e-15, 0.88217863806392, 5.995204332975845e-15, 5.10702591327572e-15, 0.025729425786307658, 0.0, 0.0, 0.0, 0.0, 0.09724202359042367, 0.0, 0.0, 9.592326932761353e-14, 3.0561044805921256e-09, 0.00030615118829802057, 0.0, 0.0, 0.0010875541161234903, 0.0, 0.24113457773240743, 0.0, 1.1239253971950802e-10, 0.0, 0.0, 2.1305442982066936e-05, 0.0, 0.018101029875894792, 0.0, 0.012698407245901988, 0.0, 0.0, 0.009679729389633573, 0.08944112782097036, 0.005291569693002263, 4.2303280767264084e-07, 6.864531165717835e-11, 0.0, 0.0, 7.105427357601002e-15, 2.4556186561497384e-05, 0.15387270915804074, 0.0, 0.11398205349268187, 6.636913241209186e-13, 0.0, 0.48697797738418425, 6.0133210337820486e-05, 0.001265598973894999, 0.0, 4.4690695588656126e-11, 0.1275736872633837, 0.0003518945015918984, 2.220446049250313e-15, 2.004877264205618e-08, 0.0, 0.0, 0.022354926362305294, 4.622080496119452e-11, 2.4367814464021365e-06, 0.0001475890756001963, 0.19934449166561663, 0.0, 0.19867919889290508, 1.1102230246251565e-15, 9.542386389060908e-06, 2.220446049250313e-16, 0.0, 0.018350797292965515, 0.0005489236260005637, 7.665068579854051e-11, 0.0006299240729823463, 0.0, 4.0945700163774745e-09, 0.1870979249667939, 4.596323321948148e-14, 2.220446049250313e-16, 0.0, 4.440892098500626e-16, 0.0019477801898659663, 0.1226809081268021, 0.0, 0.9333856802035574, 0.0007345668358167412, 0.0004328707270839782, 0.0, 1.6582069051196413e-11, 4.4164671919588727e-13, 0.0, 0.0715776779389723, 0.037597217324104815, 4.0677118037679705e-05, 1.9955948005190294e-09]",9.452161275902426e-11
BYBITSPOT->BINANCE,5s,5,25,"[0.09474935424458009, 0.0007996888311494477, 0.004167549324939568, 0.0, 3.936623511968662e-05, 3.938837662498251e-05, 0.0, 0.00013771759426473018, 2.3573822893752094e-09, 0.041995091313072885, 3.157430095157565e-09, 2.8249063088736648e-09, 0.7302102096542562, 0.0, 0.0, 2.0262014288618957e-11, 0.0, 0.8203276364483694, 0.0, 0.0, 0.0, 5.233823576134e-05, 0.0845247977665915, 0.0, 5.283240511744225e-11, 0.16706835733924974, 0.0, 0.47562336846299647, 2.4358293160275934e-12, 4.96922149095802e-06, 2.2932766796657233e-12, 0.0, 0.017980297137861534, 0.0, 2.1570269069570713e-05, 0.0, 0.5440213314933975, 0.0, 0.0, 0.4828584677563734, 0.00033946740995327573, 0.3663004533917933, 0.0015033597272029464, 3.476172211636097e-06, 0.0, 1.7763568394002505e-15, 3.6077461018635404e-09, 1.0483480750167473e-09, 0.6458564765328174, 0.0, 0.7603983356822777, 1.1315001136047442e-07, 2.7533531010703882e-14, 0.009870483972214572, 3.735431741702655e-09, 3.264041514849936e-07, 0.0, 2.5440288411449075e-06, 0.7175265887595046, 4.8331203039708726e-08, 1.4695282768428797e-09, 0.00019322659075737825, 0.0, 0.0, 3.062490932381756e-05, 0.0, 0.004671147248934915, 1.3588596248226281e-08, 0.5471120952261566, 1.865174681370263e-13, 0.5483790373657542, 0.0, 0.011001313205089236, 0.0, 0.0, 2.2064481574490813e-05, 0.11627868151280008, 3.765942499400765e-06, 0.1252037882136574, 0.0, 6.424110995428833e-05, 0.5711891757337497, 0.0, 2.0641066633686478e-10, 0.0, 4.783047291567755e-10, 6.292014198550078e-07, 0.7324357296715291, 1.1390288712220809e-10, 0.07157320114110033, 0.1359019528468164, 6.560253473786304e-08, 5.773159728050814e-15, 1.2320844240409912e-06, 8.333627055101545e-08, 0.0, 0.9333031190845338, 0.8463566373155167, 0.026500499044197046, 3.878551631464333e-05]",9.824314095574493e-08
BYBITSPOT->BINANCE,5s,10,50,"[0.4939016090299404, 1.4193176059551504e-05, 0.06023550431255087, 0.0, 3.4126473225093434e-07, 3.414988074545988e-07, 0.0, 0.004703289406683631, 3.433475725955759e-12, 0.2950999839377757, 4.815925436219004e-12, 4.233502437500647e-12, 0.18274775391769982, 0.0, 0.0, 1.4654943925052066e-14, 0.0, 0.4471376024071829, 0.0, 0.0, 0.0, 4.831870108468195e-07, 0.0066713613880113876, 0.0, 4.3298697960381105e-14, 0.017815605412732083, 0.0, 0.7842486415706147, 1.3322676295501878e-15, 2.792266462492421e-08, 1.3322676295501878e-15, 0.0, 0.000796775198096844, 0.0, 0.0011034548297699232, 0.0, 0.11086641924749885, 0.0, 0.0, 0.0911610822342035, 0.009391605178101337, 0.058615535995412804, 3.15501907326432e-05, 1.8192367390312825e-08, 0.0, 0.0, 5.6206150844673175e-12, 3.087177782301609e-07, 0.5976984883250069, 0.0, 0.4950269939199925, 3.1331715000249005e-10, 0.0, 0.11092525937262443, 9.038047614762235e-07, 3.741384859590191e-05, 0.0, 1.2522247017088262e-08, 0.53163835002879, 7.71345661565448e-06, 1.9877433032888803e-12, 2.4092834747246883e-06, 0.0, 0.0, 0.001455271182398521, 7.349676423018536e-14, 0.0001351903622106576, 2.675002580332375e-06, 0.7001675433752275, 0.0, 0.6987581711643305, 0.0, 0.0004146759813119516, 0.0, 0.0, 0.0011234079373378947, 0.01051658036876657, 2.0023643187982998e-08, 0.011700065787144887, 0.0, 6.208813232433386e-07, 0.6738283751239511, 0.0, 2.071676163950542e-13, 0.0, 5.446754158811018e-13, 6.40674074880998e-05, 0.5186725169617206, 1.0458300891968975e-13, 0.41499141013672536, 0.013175484495316692, 9.942649541905269e-06, 0.0, 5.27420751517127e-09, 2.1876300770884427e-10, 0.0, 0.36616685861558196, 0.23751472360714754, 0.0013428083163968818, 3.35136251417012e-07]",2.3973153906453604e-08
BYBITSPOT->COINBASE,5s,1,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
BYBITSPOT->COINBASE,5s,2,10,"[0.0, 3.684095234901541e-05, 0.0, 0.0, 0.000604306380125097, 0.0006040407315150986, 0.0, 0.0, 0.08558651075358581, 0.0, 0.0778691202020807, 0.08074545353017437, 5.686784376734977e-12, 0.0, 1.3300471835009375e-13, 0.29632079407665834, 0.02565326952394842, 1.247890679678676e-13, 0.1417042117567613, 2.8338193081012264e-07, 0.0, 0.00048202337366709536, 1.896537105139373e-08, 1.7457624457151155e-07, 0.2401801043120686, 2.916387575879753e-09, 0.0012135470953855698, 3.9968028886505635e-15, 0.4439679303350359, 0.002599724733563624, 0.44860354894954524, 0.0, 4.833968043627124e-07, 0.010537802215256242, 0.0, 0.0001816282562203675, 2.989009040277324e-11, 0.0, 6.091527139151509e-06, 5.380340617477941e-11, 0.0, 1.8296608672585535e-10, 1.7806185369284577e-05, 0.0032495160438752446, 1.965240459256279e-08, 0.9193584774998982, 0.07452299184187527, 0.0, 2.4424906541753444e-14, 1.5987211554602254e-14, 7.260858581048524e-14, 0.019665742564303645, 0.8330036547527242, 0.0, 0.0, 0.0, 0.33244199193022084, 0.003924649747787834, 4.884981308350689e-14, 0.0, 0.09922281298511537, 0.00015552513553496183, 0.003601630749743734, 0.0003648898848886972, 0.0, 0.0, 4.0699567851465446e-06, 0.0, 8.881784197001252e-15, 0.6584256060429632, 8.881784197001252e-15, 0.0, 1.1125348169382931e-06, 0.0, 0.0, 0.0, 8.268016493673258e-09, 0.003093117482100727, 6.746186498318707e-09, 0.0, 0.00040790849654781525, 1.1324274851176597e-14, 0.0, 0.17244474564381473, 0.455778135836689, 0.13768989705637713, 0.0, 5.617728504603292e-14, 0.20024574086884384, 0.0, 5.355745624768815e-09, 0.0, 0.9775667597821314, 0.0059585695593302734, 0.022513496187991366, 3.669391257510313e-08, 3.33288951992472e-13, 2.128297538206425e-12, 2.3667439608132668e-07, 0.000611364345273202]",1.3616693772533495e-08
BYBITSPOT->COINBASE,5s,3,15,"[1.0914927919269957e-06, 0.7928309291815565, 2.374787477776863e-09, 0.0, 0.664251409067067, 0.6643380296298558, 0.0, 8.01581023779363e-12, 0.03206126021665234, 1.918156935509785e-07, 0.03575967698825311, 0.03430700565977651, 0.0024880995198315325, 0.0, 0.0, 0.004835408360664095, 1.1418017642483846e-09, 0.00038563849203132605, 9.938652811847248e-08, 0.0, 0.0, 0.7090091046264932, 0.07878918673675872, 0.0, 0.00719342468808315, 0.038173397505309126, 1.340483279932414e-12, 6.444611759759411e-05, 0.001959305494722008, 0.39415493884016684, 0.0019086643906471856, 0.0, 0.24235667126574345, 1.4201528841795152e-10, 4.560796185160143e-13, 3.042011087472929e-14, 0.005362761889989853, 0.0, 0.0, 0.006992088792989959, 3.3974822954974115e-11, 0.012002989694062549, 0.6694130800417737, 0.3573257461584469, 0.0, 7.4342687415907e-05, 0.03757480613761177, 0.0, 0.00016789365806513246, 0.0, 0.0002932971974980436, 0.12587246846568556, 0.0002619440208104784, 1.1391182219711027e-08, 0.0, 8.881784197001252e-16, 1.3756375119022834e-06, 0.3273899906598787, 0.00023945588956486574, 0.0, 0.02682149150400437, 0.9348751249513096, 1.3210987859224588e-11, 1.1901590823981678e-13, 7.769340726326845e-13, 0.0, 0.4568735875620997, 0.0, 9.868058868489626e-05, 0.0006276894517205367, 9.939347661513942e-05, 0.0, 0.31398588840702746, 0.0, 0.0, 4.720668300706166e-13, 0.057492268794942625, 0.3653370807611589, 0.053138756398868336, 0.0, 0.7422800804282566, 0.00011293773999154766, 0.0, 0.012486461731318954, 4.114789543763209e-06, 0.01740002746659086, 2.4424906541753444e-15, 0.0002571433118634392, 0.009835867058290537, 5.89822346741542e-07, 0.048562323421339704, 2.220446049250313e-16, 0.00012670980107154506, 0.2655254769668931, 0.11373532016816368, 0.0, 0.0006306221188818739, 0.0015591281222799847, 0.19212297383687482, 0.6619645158633678]",0.00011982377053154636
BYBITSPOT->COINBASE,5s,5,25,"[0.004384442803863742, 0.0778319950366062, 7.970016477054642e-05, 0.0, 0.013898719954731353, 0.013903338100383245, 0.0, 1.4759272186637418e-06, 3.0655171271876114e-05, 0.0014625645489625416, 3.714153573364243e-05, 3.452505005197004e-05, 0.31792698813710185, 0.0, 0.0, 1.2841750371972438e-06, 4.440892098500626e-16, 0.1275542270307628, 1.9872992140790302e-13, 0.0, 0.0, 0.01643858446426516, 0.7883389386317152, 0.0, 2.4499917574694052e-06, 0.9626897788599347, 0.0, 0.048818111387409546, 3.047483461138256e-07, 0.004005227976074277, 2.924703810247564e-07, 0.0, 0.39139838688436646, 0.0, 1.8443871896423047e-07, 0.0, 0.44828126952439384, 0.0, 0.0, 0.5021618958874088, 4.139896365717988e-06, 0.627040691348776, 0.10979202035630031, 0.0032182493619243857, 0.0, 2.160214451762954e-09, 4.053564980366353e-05, 4.6562753652779065e-12, 0.082358340451127, 0.0, 0.11065183081390129, 0.0003767267869154711, 1.3955304023482995e-08, 0.00022973486401811627, 1.7403412044814104e-11, 1.934836735273393e-09, 7.33968441579691e-12, 0.002656090365158903, 0.09947161867173304, 2.5453372742845204e-10, 2.2456319843655592e-05, 0.03506075154730892, 0.0, 0.0, 2.722980108060824e-07, 0.0, 0.1997934074617449, 6.703082533476845e-11, 0.06175682932486737, 5.232503386132237e-08, 0.062000620653988925, 0.0, 0.30806543219919025, 0.0, 0.0, 1.8913286981003807e-07, 0.8992016893782186, 0.003380243749301348, 0.9263593924709066, 0.0, 0.018537955085056623, 0.06647885246434693, 0.0, 6.1047084052301415e-06, 3.399480696941737e-11, 1.0682615186441424e-05, 3.908512846706458e-09, 0.10327670272212286, 4.102454022048008e-06, 0.002984798466325822, 0.9570933030365318, 3.515030488898674e-10, 4.734818981333433e-09, 0.0016955850066504574, 0.00030989622769772573, 0.0, 0.16387914020555439, 0.25536080651553017, 0.47036395352101334, 0.013777197847363531]",8.393661795835783e-06
