edge,tsi,significant_windows,total_windows,n_obs,environment,day,frequency
BYBITSPOT->BINANCE,0.8150087260034904,467,573,6231,Wash_High,2025-09-04,5S
BYBITSPOT->COINBASE,0.7513227513227513,426,567,5640,Wash_High,2025-09-04,5S
BYBITSPOT->BITGET,0.7630057803468208,396,519,4850,Wash_High,2025-09-04,5S
BITGET->BINANCE,0.7045045045045045,391,555,5289,Wash_High,2025-09-04,5S
BITGET->COINBASE,0.6741573033707865,360,534,4845,Wash_High,2025-09-04,5S
BITGET->BYBITSPOT,0.6986817325800376,371,531,4850,Wash_High,2025-09-04,5S
BINANCE->COINBASE,0.2486865148861646,142,571,8579,Full,2025-09-04,10S
BINANCE->BYBITSPOT,0.2036036036036036,113,555,8322,Full,2025-09-04,10S
BINANCE->BITGET,0.2837573385518591,145,511,7477,Full,2025-09-04,10S
COINBASE->BINANCE,0.35365853658536583,203,574,8620,Full,2025-09-04,10S
COINBASE->BYBITSPOT,0.289048473967684,161,557,8342,Full,2025-09-04,10S
COINBASE->BITGET,0.30739299610894943,158,514,7487,Full,2025-09-04,10S
BYBITSPOT->BINANCE,0.3048780487804878,175,574,8566,Full,2025-09-04,10S
BYBITSPOT->COINBASE,0.259581881533101,149,574,8550,Full,2025-09-04,10S
BYBITSPOT->BITGET,0.27703984819734345,146,527,7599,Full,2025-09-04,10S
BITGET->BINANCE,0.2961672473867596,170,574,8017,Full,2025-09-04,10S
BITGET->COINBASE,0.22473867595818817,129,574,7995,Full,2025-09-04,10S
BITGET->BYBITSPOT,0.2700348432055749,155,574,7905,Full,2025-09-04,10S
BINANCE->COINBASE,0.20318725099601595,51,251,3341,Vol_Low,2025-09-04,10S
BINANCE->BYBITSPOT,0.19753086419753085,48,243,3280,Vol_Low,2025-09-04,10S
BINANCE->BITGET,0.3556701030927835,69,194,2525,Vol_Low,2025-09-04,10S
COINBASE->BINANCE,0.3952569169960474,100,253,3372,Vol_Low,2025-09-04,10S
COINBASE->BYBITSPOT,0.3768844221105528,75,199,2616,Vol_Low,2025-09-04,10S
COINBASE->BITGET,0.3877551020408163,57,147,1877,Vol_Low,2025-09-04,10S
BYBITSPOT->BINANCE,0.403921568627451,103,255,3417,Vol_Low,2025-09-04,10S
BYBITSPOT->COINBASE,0.2608695652173913,54,207,2719,Vol_Low,2025-09-04,10S
BYBITSPOT->BITGET,0.4010989010989011,73,182,2258,Vol_Low,2025-09-04,10S
BITGET->BINANCE,0.3557692307692308,74,208,2717,Vol_Low,2025-09-04,10S
BITGET->COINBASE,0.2289156626506024,38,166,2007,Vol_Low,2025-09-04,10S
BITGET->BYBITSPOT,0.324468085106383,61,188,2358,Vol_Low,2025-09-04,10S
BINANCE->COINBASE,0.33014354066985646,69,209,2473,Vol_Med,2025-09-04,10S
BINANCE->BYBITSPOT,0.29130434782608694,67,230,2620,Vol_Med,2025-09-04,10S
BINANCE->BITGET,0.32599118942731276,74,227,2640,Vol_Med,2025-09-04,10S
COINBASE->BINANCE,0.49765258215962443,106,213,2483,Vol_Med,2025-09-04,10S
COINBASE->BYBITSPOT,0.39759036144578314,99,249,2939,Vol_Med,2025-09-04,10S
COINBASE->BITGET,0.39826839826839827,92,231,2666,Vol_Med,2025-09-04,10S
BYBITSPOT->BINANCE,0.33472803347280333,80,239,2689,Vol_Med,2025-09-04,10S
BYBITSPOT->COINBASE,0.21810699588477367,53,243,2986,Vol_Med,2025-09-04,10S
BYBITSPOT->BITGET,0.37327188940092165,81,217,2551,Vol_Med,2025-09-04,10S
BITGET->BINANCE,0.3524904214559387,92,261,2886,Vol_Med,2025-09-04,10S
BITGET->COINBASE,0.316,79,250,2889,Vol_Med,2025-09-04,10S
BITGET->BYBITSPOT,0.26609442060085836,62,233,2664,Vol_Med,2025-09-04,10S
BINANCE->COINBASE,0.25853658536585367,53,205,2765,Vol_High,2025-09-04,10S
BINANCE->BYBITSPOT,0.33157894736842103,63,190,2422,Vol_High,2025-09-04,10S
BINANCE->BITGET,0.36065573770491804,66,183,2312,Vol_High,2025-09-04,10S
COINBASE->BINANCE,0.41037735849056606,87,212,2765,Vol_High,2025-09-04,10S
COINBASE->BYBITSPOT,0.2463768115942029,51,207,2787,Vol_High,2025-09-04,10S
COINBASE->BITGET,0.375,87,232,2944,Vol_High,2025-09-04,10S
BYBITSPOT->BINANCE,0.39572192513368987,74,187,2460,Vol_High,2025-09-04,10S
BYBITSPOT->COINBASE,0.24882629107981222,53,213,2845,Vol_High,2025-09-04,10S
BYBITSPOT->BITGET,0.30660377358490565,65,212,2790,Vol_High,2025-09-04,10S
BITGET->BINANCE,0.3471502590673575,67,193,2414,Vol_High,2025-09-04,10S
BITGET->COINBASE,0.29338842975206614,71,242,3099,Vol_High,2025-09-04,10S
BITGET->BYBITSPOT,0.28820960698689957,66,229,2883,Vol_High,2025-09-04,10S
BINANCE->COINBASE,0.3883495145631068,200,515,4207,Wash_Low,2025-09-04,10S
BINANCE->BYBITSPOT,0.380859375,195,512,4097,Wash_Low,2025-09-04,10S
BINANCE->BITGET,0.3945720250521921,189,479,3809,Wash_Low,2025-09-04,10S
COINBASE->BINANCE,0.5472061657032755,284,519,4228,Wash_Low,2025-09-04,10S
COINBASE->BYBITSPOT,0.41404805914972276,224,541,4521,Wash_Low,2025-09-04,10S
COINBASE->BITGET,0.4309278350515464,209,485,4137,Wash_Low,2025-09-04,10S
BYBITSPOT->BINANCE,0.543233082706767,289,532,4295,Wash_Low,2025-09-04,10S
BYBITSPOT->COINBASE,0.37657657657657656,209,555,4681,Wash_Low,2025-09-04,10S
BYBITSPOT->BITGET,0.42300194931773877,217,513,4156,Wash_Low,2025-09-04,10S
BITGET->BINANCE,0.44652908067542213,238,533,4210,Wash_Low,2025-09-04,10S
BITGET->COINBASE,0.29853479853479853,163,546,4528,Wash_Low,2025-09-04,10S
BITGET->BYBITSPOT,0.4151291512915129,225,542,4380,Wash_Low,2025-09-04,10S
BINANCE->COINBASE,0.3773946360153257,197,522,4372,Wash_High,2025-09-04,10S
BINANCE->BYBITSPOT,0.42293233082706766,225,532,4225,Wash_High,2025-09-04,10S
BINANCE->BITGET,0.47300215982721383,219,463,3668,Wash_High,2025-09-04,10S
COINBASE->BINANCE,0.6,315,525,4392,Wash_High,2025-09-04,10S
COINBASE->BYBITSPOT,0.5420944558521561,264,487,3821,Wash_High,2025-09-04,10S
COINBASE->BITGET,0.5744186046511628,247,430,3350,Wash_High,2025-09-04,10S
BYBITSPOT->BINANCE,0.5631970260223048,303,538,4271,Wash_High,2025-09-04,10S
BYBITSPOT->COINBASE,0.4415841584158416,223,505,3869,Wash_High,2025-09-04,10S
BYBITSPOT->BITGET,0.543046357615894,246,453,3443,Wash_High,2025-09-04,10S
BITGET->BINANCE,0.5062240663900415,244,482,3807,Wash_High,2025-09-04,10S
BITGET->COINBASE,0.45496535796766746,197,433,3467,Wash_High,2025-09-04,10S
BITGET->BYBITSPOT,0.4801762114537445,218,454,3525,Wash_High,2025-09-04,10S
BINANCE->COINBASE,0.23642732049036777,135,571,5721,Full,2025-09-04,15S
BINANCE->BYBITSPOT,0.2828828828828829,157,555,5559,Full,2025-09-04,15S
BINANCE->BITGET,0.33463796477495106,171,511,5079,Full,2025-09-04,15S
COINBASE->BINANCE,0.4094076655052265,235,574,5750,Full,2025-09-04,15S
COINBASE->BYBITSPOT,0.36983842010771995,206,557,5575,Full,2025-09-04,15S
COINBASE->BITGET,0.41050583657587547,211,514,5093,Full,2025-09-04,15S
BYBITSPOT->BINANCE,0.45121951219512196,259,574,5749,Full,2025-09-04,15S
BYBITSPOT->COINBASE,0.3083623693379791,177,574,5743,Full,2025-09-04,15S
BYBITSPOT->BITGET,0.3889943074003795,205,527,5212,Full,2025-09-04,15S
BITGET->BINANCE,0.35365853658536583,203,574,5574,Full,2025-09-04,15S
BITGET->COINBASE,0.2735191637630662,157,574,5583,Full,2025-09-04,15S
BITGET->BYBITSPOT,0.34668989547038326,199,574,5544,Full,2025-09-04,15S
BINANCE->COINBASE,0.2785388127853881,61,219,2223,Vol_Low,2025-09-04,15S
BINANCE->BYBITSPOT,0.3073394495412844,67,218,2193,Vol_Low,2025-09-04,15S
BINANCE->BITGET,0.4069767441860465,70,172,1721,Vol_Low,2025-09-04,15S
COINBASE->BINANCE,0.5321100917431193,116,218,2241,Vol_Low,2025-09-04,15S
COINBASE->BYBITSPOT,0.4228571428571429,74,175,1750,Vol_Low,2025-09-04,15S
COINBASE->BITGET,0.4732824427480916,62,131,1279,Vol_Low,2025-09-04,15S
BYBITSPOT->BINANCE,0.5633187772925764,129,229,2313,Vol_Low,2025-09-04,15S
BYBITSPOT->COINBASE,0.3626373626373626,66,182,1836,Vol_Low,2025-09-04,15S
BYBITSPOT->BITGET,0.5,76,152,1551,Vol_Low,2025-09-04,15S
BITGET->BINANCE,0.44329896907216493,86,194,1894,Vol_Low,2025-09-04,15S
BITGET->COINBASE,0.2896551724137931,42,145,1399,Vol_Low,2025-09-04,15S
BITGET->BYBITSPOT,0.3352941176470588,57,170,1661,Vol_Low,2025-09-04,15S
BINANCE->COINBASE,0.3,48,160,1638,Vol_Med,2025-09-04,15S
BINANCE->BYBITSPOT,0.3076923076923077,56,182,1738,Vol_Med,2025-09-04,15S
BINANCE->BITGET,0.37967914438502676,71,187,1804,Vol_Med,2025-09-04,15S
COINBASE->BINANCE,0.42857142857142855,69,161,1653,Vol_Med,2025-09-04,15S
COINBASE->BYBITSPOT,0.4623115577889447,92,199,1957,Vol_Med,2025-09-04,15S
COINBASE->BITGET,0.5,90,180,1820,Vol_Med,2025-09-04,15S
BYBITSPOT->BINANCE,0.4782608695652174,88,184,1779,Vol_Med,2025-09-04,15S
BYBITSPOT->COINBASE,0.3497536945812808,71,203,1992,Vol_Med,2025-09-04,15S
BYBITSPOT->BITGET,0.38636363636363635,68,176,1750,Vol_Med,2025-09-04,15S
BITGET->BINANCE,0.38497652582159625,82,213,2021,Vol_Med,2025-09-04,15S
BITGET->COINBASE,0.28773584905660377,61,212,2043,Vol_Med,2025-09-04,15S
BITGET->BYBITSPOT,0.29015544041450775,56,193,1865,Vol_Med,2025-09-04,15S
BINANCE->COINBASE,0.3125,60,192,1860,Vol_High,2025-09-04,15S
BINANCE->BYBITSPOT,0.2981366459627329,48,161,1628,Vol_High,2025-09-04,15S
BINANCE->BITGET,0.2929936305732484,46,157,1554,Vol_High,2025-09-04,15S
COINBASE->BINANCE,0.39572192513368987,74,187,1856,Vol_High,2025-09-04,15S
COINBASE->BYBITSPOT,0.3612565445026178,69,191,1868,Vol_High,2025-09-04,15S
COINBASE->BITGET,0.44607843137254904,91,204,1994,Vol_High,2025-09-04,15S
BYBITSPOT->BINANCE,0.35502958579881655,60,169,1657,Vol_High,2025-09-04,15S
BYBITSPOT->COINBASE,0.33507853403141363,64,191,1915,Vol_High,2025-09-04,15S
BYBITSPOT->BITGET,0.3471502590673575,67,193,1911,Vol_High,2025-09-04,15S
BITGET->BINANCE,0.40606060606060607,67,165,1659,Vol_High,2025-09-04,15S
BITGET->COINBASE,0.34234234234234234,76,222,2141,Vol_High,2025-09-04,15S
BITGET->BYBITSPOT,0.38388625592417064,81,211,2018,Vol_High,2025-09-04,15S
BINANCE->COINBASE,0.3389513108614232,181,534,4028,Wash_Low,2025-09-04,15S
BINANCE->BYBITSPOT,0.38823529411764707,198,510,3752,Wash_Low,2025-09-04,15S
BINANCE->BITGET,0.37662337662337664,174,462,3387,Wash_Low,2025-09-04,15S
COINBASE->BINANCE,0.5130597014925373,275,536,4036,Wash_Low,2025-09-04,15S
COINBASE->BYBITSPOT,0.4458955223880597,239,536,4042,Wash_Low,2025-09-04,15S
COINBASE->BITGET,0.4658385093167702,225,483,3624,Wash_Low,2025-09-04,15S
BYBITSPOT->BINANCE,0.5168986083499006,260,503,3812,Wash_Low,2025-09-04,15S
BYBITSPOT->COINBASE,0.381651376146789,208,545,4090,Wash_Low,2025-09-04,15S
BYBITSPOT->BITGET,0.47489539748953974,227,478,3499,Wash_Low,2025-09-04,15S
BITGET->BINANCE,0.5073068893528184,243,479,3587,Wash_Low,2025-09-04,15S
BITGET->COINBASE,0.37790697674418605,195,516,3812,Wash_Low,2025-09-04,15S
BITGET->BYBITSPOT,0.3884297520661157,188,484,3609,Wash_Low,2025-09-04,15S
BINANCE->COINBASE,0.5,32,64,1693,Wash_High,2025-09-04,15S
BINANCE->BYBITSPOT,0.3875,31,80,1807,Wash_High,2025-09-04,15S
BINANCE->BITGET,0.5342465753424658,39,73,1692,Wash_High,2025-09-04,15S
COINBASE->BINANCE,0.5967741935483871,37,62,1714,Wash_High,2025-09-04,15S
COINBASE->BYBITSPOT,0.5405405405405406,20,37,1533,Wash_High,2025-09-04,15S
COINBASE->BITGET,0.6363636363636364,28,44,1469,Wash_High,2025-09-04,15S
BYBITSPOT->BINANCE,0.5943396226415094,63,106,1937,Wash_High,2025-09-04,15S
BYBITSPOT->COINBASE,0.46938775510204084,23,49,1653,Wash_High,2025-09-04,15S
BYBITSPOT->BITGET,0.6,39,65,1713,Wash_High,2025-09-04,15S
BITGET->BINANCE,0.5,44,88,1987,Wash_High,2025-09-04,15S
BITGET->COINBASE,0.35,21,60,1771,Wash_High,2025-09-04,15S
BITGET->BYBITSPOT,0.36764705882352944,25,68,1935,Wash_High,2025-09-04,15S
BINANCE->COINBASE,0.27495621716287216,157,571,2863,Full,2025-09-04,30S
BINANCE->BYBITSPOT,0.33153153153153153,184,555,2782,Full,2025-09-04,30S
BINANCE->BITGET,0.3555992141453831,181,509,2561,Full,2025-09-04,30S
COINBASE->BINANCE,0.477112676056338,271,568,2877,Full,2025-09-04,30S
COINBASE->BYBITSPOT,0.372972972972973,207,555,2794,Full,2025-09-04,30S
COINBASE->BITGET,0.443359375,227,512,2574,Full,2025-09-04,30S
BYBITSPOT->BINANCE,0.5,287,574,2880,Full,2025-09-04,30S
BYBITSPOT->COINBASE,0.32229965156794427,185,574,2880,Full,2025-09-04,30S
BYBITSPOT->BITGET,0.4380952380952381,230,525,2642,Full,2025-09-04,30S
BITGET->BINANCE,0.41304347826086957,228,552,2867,Full,2025-09-04,30S
BITGET->COINBASE,0.2704626334519573,152,562,2872,Full,2025-09-04,30S
BITGET->BYBITSPOT,0.3137614678899083,171,545,2863,Full,2025-09-04,30S
BINANCE->COINBASE,0.3087248322147651,46,149,1114,Vol_Low,2025-09-04,30S
BINANCE->BYBITSPOT,0.32413793103448274,47,145,1097,Vol_Low,2025-09-04,30S
BINANCE->BITGET,0.45098039215686275,46,102,875,Vol_Low,2025-09-04,30S
COINBASE->BINANCE,0.5328947368421053,81,152,1118,Vol_Low,2025-09-04,30S
COINBASE->BYBITSPOT,0.35185185185185186,38,108,876,Vol_Low,2025-09-04,30S
COINBASE->BITGET,0.5076923076923077,33,65,650,Vol_Low,2025-09-04,30S
BYBITSPOT->BINANCE,0.5961538461538461,93,156,1162,Vol_Low,2025-09-04,30S
BYBITSPOT->COINBASE,0.38461538461538464,45,117,918,Vol_Low,2025-09-04,30S
BYBITSPOT->BITGET,0.4444444444444444,44,99,790,Vol_Low,2025-09-04,30S
BITGET->BINANCE,0.4915254237288136,58,118,981,Vol_Low,2025-09-04,30S
BITGET->COINBASE,0.2535211267605634,18,71,721,Vol_Low,2025-09-04,30S
BITGET->BYBITSPOT,0.37735849056603776,40,106,850,Vol_Low,2025-09-04,30S
BINANCE->COINBASE,0.25,12,48,818,Vol_Med,2025-09-04,30S
BINANCE->BYBITSPOT,0.30612244897959184,15,49,869,Vol_Med,2025-09-04,30S
BINANCE->BITGET,0.5454545454545454,30,55,900,Vol_Med,2025-09-04,30S
COINBASE->BINANCE,0.47619047619047616,20,42,821,Vol_Med,2025-09-04,30S
COINBASE->BYBITSPOT,0.25316455696202533,20,79,976,Vol_Med,2025-09-04,30S
COINBASE->BITGET,0.546875,35,64,909,Vol_Med,2025-09-04,30S
BYBITSPOT->BINANCE,0.5306122448979592,26,49,889,Vol_Med,2025-09-04,30S
BYBITSPOT->COINBASE,0.34146341463414637,28,82,1004,Vol_Med,2025-09-04,30S
BYBITSPOT->BITGET,0.31343283582089554,21,67,886,Vol_Med,2025-09-04,30S
BITGET->BINANCE,0.36,27,75,1045,Vol_Med,2025-09-04,30S
BITGET->COINBASE,0.16666666666666666,14,84,1056,Vol_Med,2025-09-04,30S
BITGET->BYBITSPOT,0.2987012987012987,23,77,978,Vol_Med,2025-09-04,30S
BINANCE->COINBASE,0.23770491803278687,29,122,931,Vol_High,2025-09-04,30S
BINANCE->BYBITSPOT,0.29591836734693877,29,98,816,Vol_High,2025-09-04,30S
BINANCE->BITGET,0.2978723404255319,28,94,786,Vol_High,2025-09-04,30S
COINBASE->BINANCE,0.31932773109243695,38,119,938,Vol_High,2025-09-04,30S
COINBASE->BYBITSPOT,0.31746031746031744,40,126,942,Vol_High,2025-09-04,30S
COINBASE->BITGET,0.3939393939393939,52,132,1015,Vol_High,2025-09-04,30S
BYBITSPOT->BINANCE,0.3269230769230769,34,104,829,Vol_High,2025-09-04,30S
BYBITSPOT->COINBASE,0.2440944881889764,31,127,958,Vol_High,2025-09-04,30S
BYBITSPOT->BITGET,0.376,47,125,966,Vol_High,2025-09-04,30S
BITGET->BINANCE,0.33663366336633666,34,101,841,Vol_High,2025-09-04,30S
BITGET->COINBASE,0.30666666666666664,46,150,1095,Vol_High,2025-09-04,30S
BITGET->BYBITSPOT,0.30656934306569344,42,137,1035,Vol_High,2025-09-04,30S
BINANCE->COINBASE,0.5,3,6,1467,Wash_Low,2025-09-04,30S
BINANCE->BYBITSPOT,0.5,1,2,1398,Wash_Low,2025-09-04,30S
BINANCE->BITGET,1.0,1,1,1270,Wash_Low,2025-09-04,30S
COINBASE->BINANCE,0.0,0,5,1481,Wash_Low,2025-09-04,30S
COINBASE->BYBITSPOT,0.4,4,10,1619,Wash_Low,2025-09-04,30S
COINBASE->BITGET,0.5,4,8,1455,Wash_Low,2025-09-04,30S
BYBITSPOT->BINANCE,0.6666666666666666,2,3,1426,Wash_Low,2025-09-04,30S
BYBITSPOT->COINBASE,0.1111111111111111,1,9,1642,Wash_Low,2025-09-04,30S
BYBITSPOT->BITGET,0.42857142857142855,3,7,1397,Wash_Low,2025-09-04,30S
BITGET->BINANCE,0.0,0,1,1422,Wash_Low,2025-09-04,30S
BITGET->COINBASE,0.25,1,4,1567,Wash_Low,2025-09-04,30S
BITGET->BYBITSPOT,0.3333333333333333,2,6,1478,Wash_Low,2025-09-04,30S
BINANCE->COINBASE,0.5,2,4,1396,Wash_High,2025-09-04,30S
BINANCE->BYBITSPOT,0.5,2,4,1384,Wash_High,2025-09-04,30S
BINANCE->BITGET,0.75,3,4,1291,Wash_High,2025-09-04,30S
COINBASE->BINANCE,0.3333333333333333,2,6,1396,Wash_High,2025-09-04,30S
COINBASE->BYBITSPOT,0.0,0,0,1175,Wash_High,2025-09-04,30S
COINBASE->BITGET,0.25,1,4,1119,Wash_High,2025-09-04,30S
BYBITSPOT->BINANCE,0.3333333333333333,1,3,1454,Wash_High,2025-09-04,30S
BYBITSPOT->COINBASE,0.0,0,2,1238,Wash_High,2025-09-04,30S
BYBITSPOT->BITGET,0.6666666666666666,2,3,1245,Wash_High,2025-09-04,30S
BITGET->BINANCE,0.4,2,5,1445,Wash_High,2025-09-04,30S
BITGET->COINBASE,0.5,1,2,1305,Wash_High,2025-09-04,30S
BITGET->BYBITSPOT,0.3333333333333333,1,3,1385,Wash_High,2025-09-04,30S
BINANCE->COINBASE,0.34097421203438394,119,349,10159,Full,2025-09-05,1S
BINANCE->BYBITSPOT,0.2247191011235955,80,356,9777,Full,2025-09-05,1S
BINANCE->BITGET,0.16091954022988506,56,348,9364,Full,2025-09-05,1S
COINBASE->BINANCE,0.2997275204359673,110,367,10188,Full,2025-09-05,1S
COINBASE->BYBITSPOT,0.26475849731663686,148,559,16155,Full,2025-09-05,1S
COINBASE->BITGET,0.24007561436672967,127,529,14590,Full,2025-09-05,1S
BYBITSPOT->BINANCE,0.29708222811671087,112,377,9777,Full,2025-09-05,1S
BYBITSPOT->COINBASE,0.18466898954703834,106,574,16155,Full,2025-09-05,1S
BYBITSPOT->BITGET,0.24907749077490776,135,542,14210,Full,2025-09-05,1S
BITGET->BINANCE,0.2793733681462141,107,383,9364,Full,2025-09-05,1S
BITGET->COINBASE,0.18292682926829268,105,574,14590,Full,2025-09-05,1S
BITGET->BYBITSPOT,0.21777003484320556,125,574,14210,Full,2025-09-05,1S
BINANCE->COINBASE,0.3021978021978022,55,182,4459,Vol_Low,2025-09-05,1S
BINANCE->BYBITSPOT,0.22905027932960895,41,179,4152,Vol_Low,2025-09-05,1S
BINANCE->BITGET,0.19642857142857142,33,168,3869,Vol_Low,2025-09-05,1S
COINBASE->BINANCE,0.2722222222222222,49,180,4461,Vol_Low,2025-09-05,1S
COINBASE->BYBITSPOT,0.38317757009345793,82,214,4662,Vol_Low,2025-09-05,1S
COINBASE->BITGET,0.4624277456647399,80,173,3629,Vol_Low,2025-09-05,1S
BYBITSPOT->BINANCE,0.29411764705882354,55,187,4142,Vol_Low,2025-09-05,1S
BYBITSPOT->COINBASE,0.18468468468468469,41,222,4668,Vol_Low,2025-09-05,1S
BYBITSPOT->BITGET,0.22872340425531915,43,188,4006,Vol_Low,2025-09-05,1S
BITGET->BINANCE,0.26373626373626374,48,182,3857,Vol_Low,2025-09-05,1S
BITGET->COINBASE,0.19540229885057472,34,174,3617,Vol_Low,2025-09-05,1S
BITGET->BYBITSPOT,0.22527472527472528,41,182,3991,Vol_Low,2025-09-05,1S
BINANCE->COINBASE,0.3625,58,160,3358,Vol_Med,2025-09-05,1S
BINANCE->BYBITSPOT,0.21518987341772153,34,158,3032,Vol_Med,2025-09-05,1S
BINANCE->BITGET,0.22289156626506024,37,166,3055,Vol_Med,2025-09-05,1S
COINBASE->BINANCE,0.38461538461538464,65,169,3395,Vol_Med,2025-09-05,1S
COINBASE->BYBITSPOT,0.30344827586206896,88,290,5555,Vol_Med,2025-09-05,1S
COINBASE->BITGET,0.32432432432432434,84,259,5136,Vol_Med,2025-09-05,1S
BYBITSPOT->BINANCE,0.33540372670807456,54,161,3042,Vol_Med,2025-09-05,1S
BYBITSPOT->COINBASE,0.2363013698630137,69,292,5549,Vol_Med,2025-09-05,1S
BYBITSPOT->BITGET,0.30578512396694213,74,242,4587,Vol_Med,2025-09-05,1S
BITGET->BINANCE,0.38857142857142857,68,175,3058,Vol_Med,2025-09-05,1S
BITGET->COINBASE,0.22916666666666666,66,288,5145,Vol_Med,2025-09-05,1S
BITGET->BYBITSPOT,0.3015267175572519,79,262,4601,Vol_Med,2025-09-05,1S
BINANCE->COINBASE,0.39090909090909093,43,110,2342,Vol_High,2025-09-05,1S
BINANCE->BYBITSPOT,0.21551724137931033,25,116,2593,Vol_High,2025-09-05,1S
BINANCE->BITGET,0.2,23,115,2440,Vol_High,2025-09-05,1S
COINBASE->BINANCE,0.41935483870967744,52,124,2332,Vol_High,2025-09-05,1S
COINBASE->BYBITSPOT,0.29098360655737704,71,244,5938,Vol_High,2025-09-05,1S
COINBASE->BITGET,0.22727272727272727,55,242,5825,Vol_High,2025-09-05,1S
BYBITSPOT->BINANCE,0.375,48,128,2593,Vol_High,2025-09-05,1S
BYBITSPOT->COINBASE,0.20647773279352227,51,247,5938,Vol_High,2025-09-05,1S
BYBITSPOT->BITGET,0.27848101265822783,66,237,5617,Vol_High,2025-09-05,1S
BITGET->BINANCE,0.4180327868852459,51,122,2449,Vol_High,2025-09-05,1S
BITGET->COINBASE,0.265625,68,256,5828,Vol_High,2025-09-05,1S
BITGET->BYBITSPOT,0.2450592885375494,62,253,5618,Vol_High,2025-09-05,1S
BINANCE->COINBASE,0.4617737003058104,151,327,6080,Wash_Low,2025-09-05,1S
BINANCE->BYBITSPOT,0.27439024390243905,90,328,5712,Wash_Low,2025-09-05,1S
BINANCE->BITGET,0.24550898203592814,82,334,5489,Wash_Low,2025-09-05,1S
COINBASE->BINANCE,0.45664739884393063,158,346,6095,Wash_Low,2025-09-05,1S
COINBASE->BYBITSPOT,0.2844364937388193,159,559,10554,Wash_Low,2025-09-05,1S
COINBASE->BITGET,0.34593572778827975,183,529,9623,Wash_Low,2025-09-05,1S
BYBITSPOT->BINANCE,0.3389830508474576,120,354,5712,Wash_Low,2025-09-05,1S
BYBITSPOT->COINBASE,0.2229965156794425,128,574,10554,Wash_Low,2025-09-05,1S
BYBITSPOT->BITGET,0.3284132841328413,178,542,8946,Wash_Low,2025-09-05,1S
BITGET->BINANCE,0.3871866295264624,139,359,5489,Wash_Low,2025-09-05,1S
BITGET->COINBASE,0.23344947735191637,134,574,9623,Wash_Low,2025-09-05,1S
BITGET->BYBITSPOT,0.29772329246935203,170,571,8946,Wash_Low,2025-09-05,1S
BINANCE->COINBASE,0.5669781931464174,182,321,4079,Wash_High,2025-09-05,1S
BINANCE->BYBITSPOT,0.5264797507788161,169,321,4065,Wash_High,2025-09-05,1S
BINANCE->BITGET,0.5862068965517241,187,319,3875,Wash_High,2025-09-05,1S
COINBASE->BINANCE,0.851063829787234,280,329,4093,Wash_High,2025-09-05,1S
COINBASE->BYBITSPOT,0.8670309653916212,476,549,5601,Wash_High,2025-09-05,1S
COINBASE->BITGET,0.8540856031128404,439,514,4967,Wash_High,2025-09-05,1S
BYBITSPOT->BINANCE,0.7418397626112759,250,337,4065,Wash_High,2025-09-05,1S
BYBITSPOT->COINBASE,0.7232142857142857,405,560,5601,Wash_High,2025-09-05,1S
BYBITSPOT->BITGET,0.8007590132827325,422,527,5264,Wash_High,2025-09-05,1S
BITGET->BINANCE,0.7205882352941176,245,340,3875,Wash_High,2025-09-05,1S
BITGET->COINBASE,0.6970260223048327,375,538,4967,Wash_High,2025-09-05,1S
BITGET->BYBITSPOT,0.6476014760147601,351,542,5264,Wash_High,2025-09-05,1S
BINANCE->COINBASE,0.34097421203438394,119,349,10159,Full,2025-09-05,2S
BINANCE->BYBITSPOT,0.2247191011235955,80,356,9777,Full,2025-09-05,2S
BINANCE->BITGET,0.16091954022988506,56,348,9364,Full,2025-09-05,2S
COINBASE->BINANCE,0.2997275204359673,110,367,10188,Full,2025-09-05,2S
COINBASE->BYBITSPOT,0.26475849731663686,148,559,16155,Full,2025-09-05,2S
COINBASE->BITGET,0.24007561436672967,127,529,14590,Full,2025-09-05,2S
BYBITSPOT->BINANCE,0.29708222811671087,112,377,9777,Full,2025-09-05,2S
BYBITSPOT->COINBASE,0.18466898954703834,106,574,16155,Full,2025-09-05,2S
BYBITSPOT->BITGET,0.24907749077490776,135,542,14210,Full,2025-09-05,2S
BITGET->BINANCE,0.2793733681462141,107,383,9364,Full,2025-09-05,2S
BITGET->COINBASE,0.18292682926829268,105,574,14590,Full,2025-09-05,2S
BITGET->BYBITSPOT,0.21777003484320556,125,574,14210,Full,2025-09-05,2S
BINANCE->COINBASE,0.3021978021978022,55,182,4459,Vol_Low,2025-09-05,2S
BINANCE->BYBITSPOT,0.22905027932960895,41,179,4152,Vol_Low,2025-09-05,2S
BINANCE->BITGET,0.19642857142857142,33,168,3869,Vol_Low,2025-09-05,2S
COINBASE->BINANCE,0.2722222222222222,49,180,4461,Vol_Low,2025-09-05,2S
COINBASE->BYBITSPOT,0.38317757009345793,82,214,4662,Vol_Low,2025-09-05,2S
COINBASE->BITGET,0.4624277456647399,80,173,3629,Vol_Low,2025-09-05,2S
BYBITSPOT->BINANCE,0.29411764705882354,55,187,4142,Vol_Low,2025-09-05,2S
BYBITSPOT->COINBASE,0.18468468468468469,41,222,4668,Vol_Low,2025-09-05,2S
BYBITSPOT->BITGET,0.22872340425531915,43,188,4006,Vol_Low,2025-09-05,2S
