edge,tsi,significant_windows,total_windows,n_obs,environment,day,frequency
BITGET->BYBITSPOT,0.22847100175746923,130,569,11976,Full,2025-09-07,2S
BINANCE->COINBASE,0.4326241134751773,122,282,6079,Vol_Low,2025-09-07,2S
BINANCE->BYBITSPOT,0.30364372469635625,75,247,4727,Vol_Low,2025-09-07,2S
BINANCE->BITGET,0.33079847908745247,87,263,5341,Vol_Low,2025-09-07,2S
COINBASE->BINANCE,0.3473684210526316,99,285,6079,Vol_Low,2025-09-07,2S
COINBASE->BYBITSPOT,0.36082474226804123,70,194,3496,Vol_Low,2025-09-07,2S
COINBASE->BITGET,0.3482142857142857,78,224,4376,Vol_Low,2025-09-07,2S
BYBITSPOT->BINANCE,0.5416666666666666,143,264,4727,Vol_Low,2025-09-07,2S
BYBITSPOT->COINBASE,0.415,83,200,3496,Vol_Low,2025-09-07,2S
BYBITSPOT->BITGET,0.5482456140350878,125,228,3802,Vol_Low,2025-09-07,2S
BITGET->BINANCE,0.34285714285714286,96,280,5341,Vol_Low,2025-09-07,2S
BITGET->COINBASE,0.37606837606837606,88,234,4372,Vol_Low,2025-09-07,2S
BITGET->BYBITSPOT,0.30454545454545456,67,220,3795,Vol_Low,2025-09-07,2S
BINANCE->COINBASE,0.28253968253968254,89,315,5671,Vol_Med,2025-09-07,2S
BINANCE->BYBITSPOT,0.292358803986711,88,301,4656,Vol_Med,2025-09-07,2S
BINANCE->BITGET,0.3800738007380074,103,271,4228,Vol_Med,2025-09-07,2S
COINBASE->BINANCE,0.37777777777777777,119,315,5668,Vol_Med,2025-09-07,2S
COINBASE->BYBITSPOT,0.3627450980392157,111,306,5144,Vol_Med,2025-09-07,2S
COINBASE->BITGET,0.4473684210526316,119,266,4205,Vol_Med,2025-09-07,2S
BYBITSPOT->BINANCE,0.5032051282051282,157,312,4656,Vol_Med,2025-09-07,2S
BYBITSPOT->COINBASE,0.3597560975609756,118,328,5151,Vol_Med,2025-09-07,2S
BYBITSPOT->BITGET,0.4263565891472868,110,258,3931,Vol_Med,2025-09-07,2S
BITGET->BINANCE,0.40273037542662116,118,293,4221,Vol_Med,2025-09-07,2S
BITGET->COINBASE,0.2391304347826087,66,276,4185,Vol_Med,2025-09-07,2S
BITGET->BYBITSPOT,0.356,89,250,3914,Vol_Med,2025-09-07,2S
BINANCE->COINBASE,0.2581967213114754,63,244,5260,Vol_High,2025-09-07,2S
BINANCE->BYBITSPOT,0.20675105485232068,49,237,4630,Vol_High,2025-09-07,2S
BINANCE->BITGET,0.27918781725888325,55,197,3758,Vol_High,2025-09-07,2S
COINBASE->BINANCE,0.3458333333333333,83,240,5292,Vol_High,2025-09-07,2S
COINBASE->BYBITSPOT,0.3065134099616858,80,261,5263,Vol_High,2025-09-07,2S
COINBASE->BITGET,0.3559322033898305,84,236,4621,Vol_High,2025-09-07,2S
BYBITSPOT->BINANCE,0.3944223107569721,99,251,4630,Vol_High,2025-09-07,2S
BYBITSPOT->COINBASE,0.3225806451612903,90,279,5256,Vol_High,2025-09-07,2S
BYBITSPOT->BITGET,0.40948275862068967,95,232,4243,Vol_High,2025-09-07,2S
BITGET->BINANCE,0.43946188340807174,98,223,3765,Vol_High,2025-09-07,2S
BITGET->COINBASE,0.29924242424242425,79,264,4645,Vol_High,2025-09-07,2S
BITGET->BYBITSPOT,0.27626459143968873,71,257,4267,Vol_High,2025-09-07,2S
BINANCE->COINBASE,0.40350877192982454,230,570,8592,Wash_Low,2025-09-07,2S
BINANCE->BYBITSPOT,0.29206963249516443,151,517,7221,Wash_Low,2025-09-07,2S
BINANCE->BITGET,0.3527054108216433,176,499,6771,Wash_Low,2025-09-07,2S
COINBASE->BINANCE,0.4547038327526132,261,574,8607,Wash_Low,2025-09-07,2S
COINBASE->BYBITSPOT,0.3761996161228407,196,521,7307,Wash_Low,2025-09-07,2S
COINBASE->BITGET,0.4063745019920319,204,502,6770,Wash_Low,2025-09-07,2S
BYBITSPOT->BINANCE,0.5348432055749129,307,574,7221,Wash_Low,2025-09-07,2S
BYBITSPOT->COINBASE,0.418848167539267,240,573,7307,Wash_Low,2025-09-07,2S
BYBITSPOT->BITGET,0.559040590405904,303,542,6229,Wash_Low,2025-09-07,2S
BITGET->BINANCE,0.45045045045045046,250,555,6771,Wash_Low,2025-09-07,2S
BITGET->COINBASE,0.35071942446043164,195,556,6770,Wash_Low,2025-09-07,2S
BITGET->BYBITSPOT,0.34831460674157305,186,534,6229,Wash_Low,2025-09-07,2S
BINANCE->COINBASE,0.5719298245614035,326,570,8418,Wash_High,2025-09-07,2S
BINANCE->BYBITSPOT,0.49709864603481624,257,517,6792,Wash_High,2025-09-07,2S
BINANCE->BITGET,0.5463709677419355,271,496,6556,Wash_High,2025-09-07,2S
COINBASE->BINANCE,0.5958188153310104,342,574,8432,Wash_High,2025-09-07,2S
COINBASE->BYBITSPOT,0.508637236084453,265,521,6596,Wash_High,2025-09-07,2S
COINBASE->BITGET,0.59026369168357,291,493,6432,Wash_High,2025-09-07,2S
BYBITSPOT->BINANCE,0.5836236933797909,335,574,6792,Wash_High,2025-09-07,2S
BYBITSPOT->COINBASE,0.5940766550522648,341,574,6596,Wash_High,2025-09-07,2S
BYBITSPOT->BITGET,0.5973782771535581,319,534,5747,Wash_High,2025-09-07,2S
BITGET->BINANCE,0.5813084112149532,311,535,6556,Wash_High,2025-09-07,2S
BITGET->COINBASE,0.5391969407265774,282,523,6432,Wash_High,2025-09-07,2S
BITGET->BYBITSPOT,0.5255905511811023,267,508,5747,Wash_High,2025-09-07,2S
BINANCE->COINBASE,0.21228070175438596,121,570,17010,Full,2025-09-07,5S
BINANCE->BYBITSPOT,0.1450676982591876,75,517,14013,Full,2025-09-07,5S
BINANCE->BITGET,0.1963927855711423,98,499,13327,Full,2025-09-07,5S
COINBASE->BINANCE,0.3205574912891986,184,574,17039,Full,2025-09-07,5S
COINBASE->BYBITSPOT,0.2437619961612284,127,521,13903,Full,2025-09-07,5S
COINBASE->BITGET,0.32669322709163345,164,502,13202,Full,2025-09-07,5S
BYBITSPOT->BINANCE,0.3885017421602787,223,574,14013,Full,2025-09-07,5S
BYBITSPOT->COINBASE,0.21428571428571427,123,574,13903,Full,2025-09-07,5S
BYBITSPOT->BITGET,0.38086642599277976,211,554,11976,Full,2025-09-07,5S
BITGET->BINANCE,0.3094405594405594,177,572,13327,Full,2025-09-07,5S
BITGET->COINBASE,0.22202797202797203,127,572,13202,Full,2025-09-07,5S
BITGET->BYBITSPOT,0.22847100175746923,130,569,11976,Full,2025-09-07,5S
BINANCE->COINBASE,0.4326241134751773,122,282,6079,Vol_Low,2025-09-07,5S
BINANCE->BYBITSPOT,0.30364372469635625,75,247,4727,Vol_Low,2025-09-07,5S
BINANCE->BITGET,0.33079847908745247,87,263,5341,Vol_Low,2025-09-07,5S
COINBASE->BINANCE,0.3473684210526316,99,285,6079,Vol_Low,2025-09-07,5S
COINBASE->BYBITSPOT,0.36082474226804123,70,194,3496,Vol_Low,2025-09-07,5S
COINBASE->BITGET,0.3482142857142857,78,224,4376,Vol_Low,2025-09-07,5S
BYBITSPOT->BINANCE,0.5416666666666666,143,264,4727,Vol_Low,2025-09-07,5S
BYBITSPOT->COINBASE,0.415,83,200,3496,Vol_Low,2025-09-07,5S
BYBITSPOT->BITGET,0.5482456140350878,125,228,3802,Vol_Low,2025-09-07,5S
BITGET->BINANCE,0.34285714285714286,96,280,5341,Vol_Low,2025-09-07,5S
BITGET->COINBASE,0.37606837606837606,88,234,4372,Vol_Low,2025-09-07,5S
BITGET->BYBITSPOT,0.30454545454545456,67,220,3795,Vol_Low,2025-09-07,5S
BINANCE->COINBASE,0.28253968253968254,89,315,5671,Vol_Med,2025-09-07,5S
BINANCE->BYBITSPOT,0.292358803986711,88,301,4656,Vol_Med,2025-09-07,5S
BINANCE->BITGET,0.3800738007380074,103,271,4228,Vol_Med,2025-09-07,5S
COINBASE->BINANCE,0.37777777777777777,119,315,5668,Vol_Med,2025-09-07,5S
COINBASE->BYBITSPOT,0.3627450980392157,111,306,5144,Vol_Med,2025-09-07,5S
COINBASE->BITGET,0.4473684210526316,119,266,4205,Vol_Med,2025-09-07,5S
BYBITSPOT->BINANCE,0.5032051282051282,157,312,4656,Vol_Med,2025-09-07,5S
BYBITSPOT->COINBASE,0.3597560975609756,118,328,5151,Vol_Med,2025-09-07,5S
BYBITSPOT->BITGET,0.4263565891472868,110,258,3931,Vol_Med,2025-09-07,5S
BITGET->BINANCE,0.40273037542662116,118,293,4221,Vol_Med,2025-09-07,5S
BITGET->COINBASE,0.2391304347826087,66,276,4185,Vol_Med,2025-09-07,5S
BITGET->BYBITSPOT,0.356,89,250,3914,Vol_Med,2025-09-07,5S
BINANCE->COINBASE,0.2581967213114754,63,244,5260,Vol_High,2025-09-07,5S
BINANCE->BYBITSPOT,0.20675105485232068,49,237,4630,Vol_High,2025-09-07,5S
BINANCE->BITGET,0.27918781725888325,55,197,3758,Vol_High,2025-09-07,5S
COINBASE->BINANCE,0.3458333333333333,83,240,5292,Vol_High,2025-09-07,5S
COINBASE->BYBITSPOT,0.3065134099616858,80,261,5263,Vol_High,2025-09-07,5S
COINBASE->BITGET,0.3559322033898305,84,236,4621,Vol_High,2025-09-07,5S
BYBITSPOT->BINANCE,0.3944223107569721,99,251,4630,Vol_High,2025-09-07,5S
BYBITSPOT->COINBASE,0.3225806451612903,90,279,5256,Vol_High,2025-09-07,5S
BYBITSPOT->BITGET,0.40948275862068967,95,232,4243,Vol_High,2025-09-07,5S
BITGET->BINANCE,0.43946188340807174,98,223,3765,Vol_High,2025-09-07,5S
BITGET->COINBASE,0.29924242424242425,79,264,4645,Vol_High,2025-09-07,5S
BITGET->BYBITSPOT,0.27626459143968873,71,257,4267,Vol_High,2025-09-07,5S
BINANCE->COINBASE,0.40350877192982454,230,570,8592,Wash_Low,2025-09-07,5S
BINANCE->BYBITSPOT,0.29206963249516443,151,517,7221,Wash_Low,2025-09-07,5S
BINANCE->BITGET,0.3527054108216433,176,499,6771,Wash_Low,2025-09-07,5S
COINBASE->BINANCE,0.4547038327526132,261,574,8607,Wash_Low,2025-09-07,5S
COINBASE->BYBITSPOT,0.3761996161228407,196,521,7307,Wash_Low,2025-09-07,5S
COINBASE->BITGET,0.4063745019920319,204,502,6770,Wash_Low,2025-09-07,5S
BYBITSPOT->BINANCE,0.5348432055749129,307,574,7221,Wash_Low,2025-09-07,5S
BYBITSPOT->COINBASE,0.418848167539267,240,573,7307,Wash_Low,2025-09-07,5S
BYBITSPOT->BITGET,0.559040590405904,303,542,6229,Wash_Low,2025-09-07,5S
BITGET->BINANCE,0.45045045045045046,250,555,6771,Wash_Low,2025-09-07,5S
BITGET->COINBASE,0.35071942446043164,195,556,6770,Wash_Low,2025-09-07,5S
BITGET->BYBITSPOT,0.34831460674157305,186,534,6229,Wash_Low,2025-09-07,5S
BINANCE->COINBASE,0.5719298245614035,326,570,8418,Wash_High,2025-09-07,5S
BINANCE->BYBITSPOT,0.49709864603481624,257,517,6792,Wash_High,2025-09-07,5S
BINANCE->BITGET,0.5463709677419355,271,496,6556,Wash_High,2025-09-07,5S
COINBASE->BINANCE,0.5958188153310104,342,574,8432,Wash_High,2025-09-07,5S
COINBASE->BYBITSPOT,0.508637236084453,265,521,6596,Wash_High,2025-09-07,5S
COINBASE->BITGET,0.59026369168357,291,493,6432,Wash_High,2025-09-07,5S
BYBITSPOT->BINANCE,0.5836236933797909,335,574,6792,Wash_High,2025-09-07,5S
BYBITSPOT->COINBASE,0.5940766550522648,341,574,6596,Wash_High,2025-09-07,5S
BYBITSPOT->BITGET,0.5973782771535581,319,534,5747,Wash_High,2025-09-07,5S
BITGET->BINANCE,0.5813084112149532,311,535,6556,Wash_High,2025-09-07,5S
BITGET->COINBASE,0.5391969407265774,282,523,6432,Wash_High,2025-09-07,5S
BITGET->BYBITSPOT,0.5255905511811023,267,508,5747,Wash_High,2025-09-07,5S
BINANCE->COINBASE,0.3157894736842105,180,570,8568,Full,2025-09-07,10S
BINANCE->BYBITSPOT,0.23984526112185686,124,517,7649,Full,2025-09-07,10S
BINANCE->BITGET,0.3527054108216433,176,499,7153,Full,2025-09-07,10S
COINBASE->BINANCE,0.4268292682926829,245,574,8633,Full,2025-09-07,10S
COINBASE->BYBITSPOT,0.345489443378119,180,521,7678,Full,2025-09-07,10S
COINBASE->BITGET,0.3665338645418327,184,502,7188,Full,2025-09-07,10S
BYBITSPOT->BINANCE,0.49477351916376305,284,574,8210,Full,2025-09-07,10S
BYBITSPOT->COINBASE,0.3153310104529617,181,574,8163,Full,2025-09-07,10S
BYBITSPOT->BITGET,0.48375451263537905,268,554,7376,Full,2025-09-07,10S
BITGET->BINANCE,0.4063047285464098,232,571,7608,Full,2025-09-07,10S
BITGET->COINBASE,0.3134851138353765,179,571,7566,Full,2025-09-07,10S
BITGET->BYBITSPOT,0.3268892794376098,186,569,7257,Full,2025-09-07,10S
BINANCE->COINBASE,0.49572649572649574,116,234,3071,Vol_Low,2025-09-07,10S
BINANCE->BYBITSPOT,0.4186046511627907,90,215,2641,Vol_Low,2025-09-07,10S
BINANCE->BITGET,0.5234042553191489,123,235,2842,Vol_Low,2025-09-07,10S
COINBASE->BINANCE,0.4279835390946502,104,243,3078,Vol_Low,2025-09-07,10S
COINBASE->BYBITSPOT,0.3548387096774194,55,155,1976,Vol_Low,2025-09-07,10S
COINBASE->BITGET,0.4603174603174603,87,189,2339,Vol_Low,2025-09-07,10S
BYBITSPOT->BINANCE,0.5583333333333333,134,240,2869,Vol_Low,2025-09-07,10S
BYBITSPOT->COINBASE,0.4857142857142857,85,175,2111,Vol_Low,2025-09-07,10S
BYBITSPOT->BITGET,0.616504854368932,127,206,2404,Vol_Low,2025-09-07,10S
BITGET->BINANCE,0.4462809917355372,108,242,2961,Vol_Low,2025-09-07,10S
BITGET->COINBASE,0.3811881188118812,77,202,2425,Vol_Low,2025-09-07,10S
BITGET->BYBITSPOT,0.35978835978835977,68,189,2300,Vol_Low,2025-09-07,10S
BINANCE->COINBASE,0.47843137254901963,122,255,2879,Vol_Med,2025-09-07,10S
BINANCE->BYBITSPOT,0.42083333333333334,101,240,2538,Vol_Med,2025-09-07,10S
BINANCE->BITGET,0.4830917874396135,100,207,2263,Vol_Med,2025-09-07,10S
COINBASE->BINANCE,0.4749034749034749,123,259,2902,Vol_Med,2025-09-07,10S
COINBASE->BYBITSPOT,0.4262948207171315,107,251,2846,Vol_Med,2025-09-07,10S
COINBASE->BITGET,0.5172413793103449,105,203,2277,Vol_Med,2025-09-07,10S
BYBITSPOT->BINANCE,0.52,130,250,2713,Vol_Med,2025-09-07,10S
BYBITSPOT->COINBASE,0.40148698884758366,108,269,3047,Vol_Med,2025-09-07,10S
BYBITSPOT->BITGET,0.5045454545454545,111,220,2401,Vol_Med,2025-09-07,10S
BITGET->BINANCE,0.5201793721973094,116,223,2419,Vol_Med,2025-09-07,10S
BITGET->COINBASE,0.4318181818181818,95,220,2391,Vol_Med,2025-09-07,10S
BITGET->BYBITSPOT,0.3813953488372093,82,215,2340,Vol_Med,2025-09-07,10S
BINANCE->COINBASE,0.3073170731707317,63,205,2618,Vol_High,2025-09-07,10S
BINANCE->BYBITSPOT,0.3217821782178218,65,202,2470,Vol_High,2025-09-07,10S
BINANCE->BITGET,0.35294117647058826,60,170,2048,Vol_High,2025-09-07,10S
COINBASE->BINANCE,0.5,103,206,2653,Vol_High,2025-09-07,10S
COINBASE->BYBITSPOT,0.36086956521739133,83,230,2856,Vol_High,2025-09-07,10S
COINBASE->BITGET,0.39903846153846156,83,208,2572,Vol_High,2025-09-07,10S
BYBITSPOT->BINANCE,0.518348623853211,113,218,2628,Vol_High,2025-09-07,10S
BYBITSPOT->COINBASE,0.36554621848739494,87,238,3005,Vol_High,2025-09-07,10S
BYBITSPOT->BITGET,0.4537037037037037,98,216,2571,Vol_High,2025-09-07,10S
BITGET->BINANCE,0.46464646464646464,92,198,2228,Vol_High,2025-09-07,10S
BITGET->COINBASE,0.35564853556485354,85,239,2750,Vol_High,2025-09-07,10S
BITGET->BYBITSPOT,0.38626609442060084,90,233,2617,Vol_High,2025-09-07,10S
BINANCE->COINBASE,0.38421052631578945,219,570,6535,Wash_Low,2025-09-07,10S
BINANCE->BYBITSPOT,0.39264990328820115,203,517,5600,Wash_Low,2025-09-07,10S
BINANCE->BITGET,0.4749498997995992,237,499,5338,Wash_Low,2025-09-07,10S
COINBASE->BINANCE,0.4912891986062718,282,574,6564,Wash_Low,2025-09-07,10S
COINBASE->BYBITSPOT,0.4288461538461538,223,520,5540,Wash_Low,2025-09-07,10S
COINBASE->BITGET,0.4641434262948207,233,502,5301,Wash_Low,2025-09-07,10S
BYBITSPOT->BINANCE,0.554006968641115,318,574,5723,Wash_Low,2025-09-07,10S
BYBITSPOT->COINBASE,0.4413309982486865,252,571,5691,Wash_Low,2025-09-07,10S
BYBITSPOT->BITGET,0.5719626168224299,306,535,5000,Wash_Low,2025-09-07,10S
BITGET->BINANCE,0.466789667896679,253,542,5465,Wash_Low,2025-09-07,10S
BITGET->COINBASE,0.44363636363636366,244,550,5435,Wash_Low,2025-09-07,10S
BITGET->BYBITSPOT,0.3817829457364341,197,516,5015,Wash_Low,2025-09-07,10S
BINANCE->COINBASE,0.4473684210526316,51,114,2033,Wash_High,2025-09-07,10S
BINANCE->BYBITSPOT,0.45454545454545453,60,132,2049,Wash_High,2025-09-07,10S
BINANCE->BITGET,0.4673913043478261,43,92,1815,Wash_High,2025-09-07,10S
COINBASE->BINANCE,0.432,54,125,2069,Wash_High,2025-09-07,10S
COINBASE->BYBITSPOT,0.4540229885057471,79,174,2138,Wash_High,2025-09-07,10S
COINBASE->BITGET,0.5480769230769231,57,104,1887,Wash_High,2025-09-07,10S
BYBITSPOT->BINANCE,0.4858490566037736,103,212,2487,Wash_High,2025-09-07,10S
BYBITSPOT->COINBASE,0.5619047619047619,118,210,2472,Wash_High,2025-09-07,10S
BYBITSPOT->BITGET,0.46236559139784944,86,186,2376,Wash_High,2025-09-07,10S
BITGET->BINANCE,0.5344827586206896,62,116,2143,Wash_High,2025-09-07,10S
BITGET->COINBASE,0.5075757575757576,67,132,2131,Wash_High,2025-09-07,10S
BITGET->BYBITSPOT,0.5592105263157895,85,152,2242,Wash_High,2025-09-07,10S
BINANCE->COINBASE,0.44035087719298244,251,570,5714,Full,2025-09-07,15S
BINANCE->BYBITSPOT,0.3965183752417795,205,517,5173,Full,2025-09-07,15S
BINANCE->BITGET,0.4718875502008032,235,498,4880,Full,2025-09-07,15S
COINBASE->BINANCE,0.5069686411149826,291,574,5760,Full,2025-09-07,15S
COINBASE->BYBITSPOT,0.46833013435700577,244,521,5203,Full,2025-09-07,15S
COINBASE->BITGET,0.48902195608782434,245,501,4912,Full,2025-09-07,15S
BYBITSPOT->BINANCE,0.6010452961672473,345,574,5689,Full,2025-09-07,15S
BYBITSPOT->COINBASE,0.47909407665505227,275,574,5672,Full,2025-09-07,15S
BYBITSPOT->BITGET,0.5605786618444847,310,553,5225,Full,2025-09-07,15S
BITGET->BINANCE,0.5157894736842106,294,570,5326,Full,2025-09-07,15S
BITGET->COINBASE,0.43838028169014087,249,568,5307,Full,2025-09-07,15S
BITGET->BYBITSPOT,0.3663716814159292,207,565,5195,Full,2025-09-07,15S
BINANCE->COINBASE,0.6,123,205,2050,Vol_Low,2025-09-07,15S
BINANCE->BYBITSPOT,0.4915254237288136,87,177,1805,Vol_Low,2025-09-07,15S
BINANCE->BITGET,0.5751295336787565,111,193,1931,Vol_Low,2025-09-07,15S
COINBASE->BINANCE,0.4845360824742268,94,194,2061,Vol_Low,2025-09-07,15S
COINBASE->BYBITSPOT,0.47692307692307695,62,130,1340,Vol_Low,2025-09-07,15S
COINBASE->BITGET,0.49375,79,160,1595,Vol_Low,2025-09-07,15S
BYBITSPOT->BINANCE,0.5808080808080808,115,198,2020,Vol_Low,2025-09-07,15S
BYBITSPOT->COINBASE,0.5563380281690141,79,142,1483,Vol_Low,2025-09-07,15S
BYBITSPOT->BITGET,0.6264367816091954,109,174,1712,Vol_Low,2025-09-07,15S
BITGET->BINANCE,0.5,105,210,2039,Vol_Low,2025-09-07,15S
BITGET->COINBASE,0.6057142857142858,106,175,1690,Vol_Low,2025-09-07,15S
BITGET->BYBITSPOT,0.4294117647058823,73,170,1626,Vol_Low,2025-09-07,15S
BINANCE->COINBASE,0.413265306122449,81,196,1922,Vol_Med,2025-09-07,15S
BINANCE->BYBITSPOT,0.48255813953488375,83,172,1702,Vol_Med,2025-09-07,15S
BINANCE->BITGET,0.5135135135135135,76,148,1551,Vol_Med,2025-09-07,15S
COINBASE->BINANCE,0.5445544554455446,110,202,1931,Vol_Med,2025-09-07,15S
COINBASE->BYBITSPOT,0.5510204081632653,108,196,1948,Vol_Med,2025-09-07,15S
COINBASE->BITGET,0.5960264900662252,90,151,1547,Vol_Med,2025-09-07,15S
BYBITSPOT->BINANCE,0.6042780748663101,113,187,1880,Vol_Med,2025-09-07,15S
BYBITSPOT->COINBASE,0.536036036036036,119,222,2133,Vol_Med,2025-09-07,15S
BYBITSPOT->BITGET,0.6045197740112994,107,177,1696,Vol_Med,2025-09-07,15S
BITGET->BINANCE,0.5352941176470588,91,170,1700,Vol_Med,2025-09-07,15S
BITGET->COINBASE,0.463855421686747,77,166,1678,Vol_Med,2025-09-07,15S
BITGET->BYBITSPOT,0.42134831460674155,75,178,1664,Vol_Med,2025-09-07,15S
BINANCE->COINBASE,0.3313953488372093,57,172,1742,Vol_High,2025-09-07,15S
BINANCE->BYBITSPOT,0.40804597701149425,71,174,1666,Vol_High,2025-09-07,15S
BINANCE->BITGET,0.45517241379310347,66,145,1398,Vol_High,2025-09-07,15S
COINBASE->BINANCE,0.5287356321839081,92,174,1768,Vol_High,2025-09-07,15S
COINBASE->BYBITSPOT,0.43523316062176165,84,193,1915,Vol_High,2025-09-07,15S
COINBASE->BITGET,0.4644808743169399,85,183,1770,Vol_High,2025-09-07,15S
BYBITSPOT->BINANCE,0.5846994535519126,107,183,1789,Vol_High,2025-09-07,15S
BYBITSPOT->COINBASE,0.4563106796116505,94,206,2056,Vol_High,2025-09-07,15S
BYBITSPOT->BITGET,0.47668393782383417,92,193,1817,Vol_High,2025-09-07,15S
BITGET->BINANCE,0.5535714285714286,93,168,1587,Vol_High,2025-09-07,15S
BITGET->COINBASE,0.4834123222748815,102,211,1939,Vol_High,2025-09-07,15S
BITGET->BYBITSPOT,0.3619047619047619,76,210,1905,Vol_High,2025-09-07,15S
BINANCE->COINBASE,0.5232558139534884,225,430,3260,Wash_Low,2025-09-07,15S
BINANCE->BYBITSPOT,0.5014409221902018,174,347,2749,Wash_Low,2025-09-07,15S
BINANCE->BITGET,0.5685714285714286,199,350,2708,Wash_Low,2025-09-07,15S
COINBASE->BINANCE,0.6097560975609756,250,410,3265,Wash_Low,2025-09-07,15S
COINBASE->BYBITSPOT,0.5597667638483965,192,343,2792,Wash_Low,2025-09-07,15S
COINBASE->BITGET,0.5227963525835866,172,329,2679,Wash_Low,2025-09-07,15S
BYBITSPOT->BINANCE,0.6018808777429467,192,319,2843,Wash_Low,2025-09-07,15S
BYBITSPOT->COINBASE,0.5434782608695652,175,322,2922,Wash_Low,2025-09-07,15S
BYBITSPOT->BITGET,0.5878136200716846,164,279,2627,Wash_Low,2025-09-07,15S
BITGET->BINANCE,0.5283018867924528,168,318,2800,Wash_Low,2025-09-07,15S
BITGET->COINBASE,0.5351170568561873,160,299,2791,Wash_Low,2025-09-07,15S
BITGET->BYBITSPOT,0.5204460966542751,140,269,2672,Wash_Low,2025-09-07,15S
BINANCE->COINBASE,0.51,102,200,2454,Wash_High,2025-09-07,15S
BINANCE->BYBITSPOT,0.5425101214574899,134,247,2424,Wash_High,2025-09-07,15S
BINANCE->BITGET,0.532608695652174,98,184,2172,Wash_High,2025-09-07,15S
COINBASE->BINANCE,0.3963963963963964,88,222,2495,Wash_High,2025-09-07,15S
COINBASE->BYBITSPOT,0.4878048780487805,120,246,2411,Wash_High,2025-09-07,15S
COINBASE->BITGET,0.4824120603015075,96,199,2233,Wash_High,2025-09-07,15S
BYBITSPOT->BINANCE,0.557632398753894,179,321,2846,Wash_High,2025-09-07,15S
BYBITSPOT->COINBASE,0.5916955017301038,171,289,2750,Wash_High,2025-09-07,15S
BYBITSPOT->BITGET,0.53125,136,256,2598,Wash_High,2025-09-07,15S
BITGET->BINANCE,0.4976958525345622,108,217,2526,Wash_High,2025-09-07,15S
BITGET->COINBASE,0.4590909090909091,101,220,2516,Wash_High,2025-09-07,15S
BITGET->BYBITSPOT,0.5059760956175299,127,251,2523,Wash_High,2025-09-07,15S
BINANCE->COINBASE,0.4614035087719298,263,570,2857,Full,2025-09-07,30S
BINANCE->BYBITSPOT,0.40425531914893614,209,517,2595,Full,2025-09-07,30S
BINANCE->BITGET,0.4714285714285714,231,490,2493,Full,2025-09-07,30S
COINBASE->BINANCE,0.44947735191637633,258,574,2880,Full,2025-09-07,30S
COINBASE->BYBITSPOT,0.4491362763915547,234,521,2613,Full,2025-09-07,30S
COINBASE->BITGET,0.4766734279918864,235,493,2512,Full,2025-09-07,30S
BYBITSPOT->BINANCE,0.5209059233449478,299,574,2880,Full,2025-09-07,30S
BYBITSPOT->COINBASE,0.4738675958188153,272,574,2880,Full,2025-09-07,30S
BYBITSPOT->BITGET,0.4525691699604743,229,506,2749,Full,2025-09-07,30S
BITGET->BINANCE,0.4164989939637827,207,497,2808,Full,2025-09-07,30S
BITGET->COINBASE,0.4623217922606925,227,491,2805,Full,2025-09-07,30S
BITGET->BYBITSPOT,0.4562899786780384,214,469,2784,Full,2025-09-07,30S
BINANCE->COINBASE,0.47107438016528924,57,121,1025,Vol_Low,2025-09-07,30S
BINANCE->BYBITSPOT,0.4782608695652174,44,92,906,Vol_Low,2025-09-07,30S
BINANCE->BITGET,0.5046728971962616,54,107,992,Vol_Low,2025-09-07,30S
COINBASE->BINANCE,0.3983050847457627,47,118,1030,Vol_Low,2025-09-07,30S
COINBASE->BYBITSPOT,0.5223880597014925,35,67,673,Vol_Low,2025-09-07,30S
COINBASE->BITGET,0.3218390804597701,28,87,816,Vol_Low,2025-09-07,30S
BYBITSPOT->BINANCE,0.5181818181818182,57,110,1034,Vol_Low,2025-09-07,30S
BYBITSPOT->COINBASE,0.56,42,75,761,Vol_Low,2025-09-07,30S
BYBITSPOT->BITGET,0.42718446601941745,44,103,905,Vol_Low,2025-09-07,30S
BITGET->BINANCE,0.3739130434782609,43,115,1067,Vol_Low,2025-09-07,30S
BITGET->COINBASE,0.5,44,88,881,Vol_Low,2025-09-07,30S
BITGET->BYBITSPOT,0.41935483870967744,39,93,862,Vol_Low,2025-09-07,30S
BINANCE->COINBASE,0.5434782608695652,25,46,970,Vol_Med,2025-09-07,30S
BINANCE->BYBITSPOT,0.5714285714285714,20,35,867,Vol_Med,2025-09-07,30S
BINANCE->BITGET,0.5416666666666666,13,24,781,Vol_Med,2025-09-07,30S
COINBASE->BINANCE,0.48717948717948717,19,39,969,Vol_Med,2025-09-07,30S
COINBASE->BYBITSPOT,0.37777777777777777,17,45,980,Vol_Med,2025-09-07,30S
COINBASE->BITGET,0.5405405405405406,20,37,795,Vol_Med,2025-09-07,30S
BYBITSPOT->BINANCE,0.4864864864864865,18,37,952,Vol_Med,2025-09-07,30S
BYBITSPOT->COINBASE,0.5074626865671642,34,67,1089,Vol_Med,2025-09-07,30S
BYBITSPOT->BITGET,0.5272727272727272,29,55,896,Vol_Med,2025-09-07,30S
BITGET->BINANCE,0.6341463414634146,26,41,900,Vol_Med,2025-09-07,30S
BITGET->COINBASE,0.37209302325581395,16,43,882,Vol_Med,2025-09-07,30S
