path,venue,date,pair,bytes,sha256
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250710/BINANCE/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,BINANCE,20250710,BTCUSDT,123519354,34a3da1963189291913653ad08b7bfd41463f0f654509fd41357bfd772552117
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250710/BITGET/IDDI-6891536+SC-BITGET_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,BITGET,20250710,BTCUSDT,4192377,c3464490fdf77ba45d93cd36f6404ee6108625a327a0793020a703105af270cf
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250710/BITGET/IDDI-6891663+SC-BITGET_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,BITGET,20250710,BTCUSDT,206300,f96a14567f22e43eb1fe19e626f2932a963f69ee2d1105a257f0f5e10d18d3d9
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250710/BYBITSPOT/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,BYBITSPOT,20250710,BTCUSDT,28045165,d95238a0c3a909b2826991a278cd8bbb31f37f34284e21fa7c811defa65608d5
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250710/BYBITSPOT/IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,BYBITSPOT,20250710,BTCUSDT,1299564,024188dea973d1a7e66b9f3b916dda4c539ab00bba492cea1f8d3d595b8cf22a
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250710/BYBITSPOT/IDDI-6075118+SC-BYBITSPOT_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,BYBITSPOT,20250710,BTCUSDT,140839,9db8b41c1e1eb8342cb0244505d8db3e48b3915fc1934380bcba3e6dfefa7277
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250711/BINANCE/IDDI-6870353+SC-BINANCE_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,BINANCE,20250711,BTCUSDT,1036036,807fd163d7e7ae3201d1d65ec65517b5d233f939bceebee4483b97940eed90a2
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250711/BINANCE/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,BINANCE,20250711,BTCUSDT,140409435,dddc4adf7a8ddc56d8831b4bcf75173dfd07e304cb30eed637343c82a821adaa
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250711/BYBITSPOT/IDDI-6072814+SC-BYBITSPOT_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,BYBITSPOT,20250711,BTCUSDT,33723136,6b9ef335f1a47a69cff659cd7519db0679f1c2e5b7c522eaaf4ed103ebd19d60
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250711/BYBITSPOT/IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,BYBITSPOT,20250711,BTCUSDT,1611173,e4f2361ffa1f16fa67e1ee88454c4c391ac4a06e09eba30d6641daaf4b728ba1
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w7/20250711/BYBITSPOT/IDDI-6075118+SC-BYBITSPOT_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,BYBITSPOT,20250711,BTCUSDT,47268,78a298ddbfb1b7bf3e3d1821a44c3cd959003a74f487673a143e51646d61278c
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/IDDI-39261889+SC-BITGET_SPOT_BTC_USD1+S-BTCUSD1.csv.gz,BITGET,20250718,BTCUSD,143265,a7f856574971c38373cb901d1490436bdfeb7fa9c34860331c624bd341ce498d
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/IDDI-6891530+SC-BITGET_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,BITGET,20250718,BTCUSD,1103563,95fae35b3ee544a34e9d237505a8a92130a46f7fd465f96fe0f033d00591d308
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/IDDI-37544374+SC-BITGET_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,BITGET,20250718,BTCUSD,221984,b45d92a4876e4379fde26fe11a5dfa2f43fa941e0b2c7ccaa01a72ae75429842
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/IDDI-5171075+SC-BINANCE_SPOT_BTC_USDC+S-BTCUSDC.csv.gz,BINANCE,20250719,BTCUSD,8363868,17a7e79d846e9e31e5be4d7f2cda50a2bfbbc1ac7ab3ac16b0754e1b8868b5b2
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/IDDI-6870353+SC-BINANCE_SPOT_WBTC_USDT+S-WBTCUSDT.csv.gz,BINANCE,20250719,BTCUSDT,485991,d3ecf2baf047e2fdeda9fe04984bf50d4f7193e35b6464faa35b43a7384771dc
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/IDDI-138123+SC-BINANCE_SPOT_BTC_USDT+S-BTCUSDT.csv.gz,BINANCE,20250719,BTCUSDT,44460934,f6b313dc9cfee912ffbc73f1d7d71d05a9d9f6d19caddb017375ecc5d17d622a
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/IDDI-38151876+SC-BYBITSPOT_SPOT_BTC_USDQ+S-BTCUSDQ.csv.gz,BYBITSPOT,20250719,BTCUSD,293,0d33e9942d48871a738c842108117902a126e8e88221fd50b6cc84a89fc7b868
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/IDDI-37002578+SC-BYBITSPOT_SPOT_BTC_USDE+S-BTCUSDE.csv.gz,BYBITSPOT,20250719,BTCUSD,6436,cae9e1e50325eb12f8360b9517a6685d7d46fd685c53f6b6c53ff0addfeee624
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/IDDI-39450946+SC-BYBITSPOT_SPOT_PUMPBTC_USDT+S-PUMPBTCUSDT.csv.gz,BYBITSPOT,20250719,BTCUSDT,106925,7e17bf649083cc4bd7084b2a212a13b254a0b0cf91a112e314a57f8061a3a41f
/Users/ygorfrancisco/Desktop/acd-monitor/data_v7/raw/coinapi_jul_w6/IDDI-27576+SC-COINBASE_SPOT_BTC_USD+S-BTC__002DUSD.csv.gz,COINBASE,20250719,BTC-USD,24797129,dbe26a6a479767c69dbde05c3e1a31811155946c9c50edcfa9d30cf0e20143c5
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BINANCE_20250722_BTCUSDT.csv.gz,BINANCE,20250722,BTCUSDT,132025635,90916056dcb423c16a9043b4bcb64d5598d7b7aafdc3b1bd3c3e2ddf6ba75b75
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BITGET_20250722_BTCUSDT.csv.gz,BITGET,20250722,BTCUSDT,12472136,192c655bd3fec350d17d764fe6a0df81c775e98d4e045ad60a2ec534de244bfb
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BYBITSPOT_20250722_BTCUSDT.csv.gz,BYBITSPOT,20250722,BTCUSDT,34726440,6af42355eee7e7dc2b1c9176a72768797dc0487e7f95b3927aebf807cb61521c
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/COINBASE_20250722_BTCUSDT.csv.gz,COINBASE,20250722,BTCUSDT,33423988,3cd955930dc3af70408508fbe915fe2b2b60d5ebe6694d1bf3995294daac2c6e
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BINANCE_20250723_BTCUSDT.csv.gz,BINANCE,20250723,BTCUSDT,118009423,04c6d4110026bc50c05326e50eb7acf083dcad09c5bb4e92d48d7788823f4f3a
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BITGET_20250723_BTCUSDT.csv.gz,BITGET,20250723,BTCUSDT,8145767,e04ee761e13a734e224fee2c01874c7e6b07646306dd7ed17708fa85bfc72769
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BYBITSPOT_20250723_BTCUSDT.csv.gz,BYBITSPOT,20250723,BTCUSDT,27954989,d9ae2f9419cdc70bf0e7f1930c7a35a6ad735a1452d3f06fc6b5c82de0a2322c
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/COINBASE_20250723_BTCUSDT.csv.gz,COINBASE,20250723,BTCUSDT,28872167,e5ef94237bd9dfb3864a2d9ba77e75f0fbda05058568ad42a76167bbf1ef3d07
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BINANCE_20250724_BTCUSDT.csv.gz,BINANCE,20250724,BTCUSDT,147907777,0fd28885806bbbb05670836596f7c7de9cad0498e4a938f8417ec0954c67d2f9
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BITGET_20250724_BTCUSDT.csv.gz,BITGET,20250724,BTCUSDT,18263568,ceec9cd86da918c675cf80c05b78adfb0e2ed65023bd6a6f5e5787ccda8643ca
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BYBITSPOT_20250724_BTCUSDT.csv.gz,BYBITSPOT,20250724,BTCUSDT,28615482,dd0c1df69db964dd838962ddb0d50873df314dab33d3b966abae7843f64ac309
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/COINBASE_20250724_BTCUSDT.csv.gz,COINBASE,20250724,BTCUSDT,30037426,79ad97d782ddd0433c70467ae7b3b8da6f21ab38aa68a3f2b81c085ca0ff04b4
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BINANCE_20250725_BTCUSDT.csv.gz,BINANCE,20250725,BTCUSDT,164816484,72654eebcb0641a0333ae9d84fa0163df73d17a85e7caf8f6b2b30efa6c539cd
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BITGET_20250725_BTCUSDT.csv.gz,BITGET,20250725,BTCUSDT,19356481,0b3ff58c354b50ba0f5bd12168ebe068a75e714a522179f010f2b5e562a37dcb
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BYBITSPOT_20250725_BTCUSDT.csv.gz,BYBITSPOT,20250725,BTCUSDT,44203439,048781ad8599f88e51277fc9cf066f2f17d7df96492d347c48809c6bcb7660c5
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/COINBASE_20250725_BTCUSDT.csv.gz,COINBASE,20250725,BTCUSDT,58962149,48d3488cc484bd1314f69ee6839e81fa0abc812ef46bcb4d8c3b251780cf717b
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BINANCE_20250726_BTCUSDT.csv.gz,BINANCE,20250726,BTCUSDT,102516611,cfa072bfbc578e85ae04f92d8d7732f7c969d60430f84aa03f89b3b14ca7951b
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BITGET_20250726_BTCUSDT.csv.gz,BITGET,20250726,BTCUSDT,12535793,0fdeb04f5e384f84901efab06571c427cbef55cb486b52a6519f1ed43f11b56f
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BYBITSPOT_20250726_BTCUSDT.csv.gz,BYBITSPOT,20250726,BTCUSDT,11102234,4e73a854ebaeca6553ad25e223c6601a61bbec9a7592cc20b51221639101deab
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/COINBASE_20250726_BTCUSDT.csv.gz,COINBASE,20250726,BTCUSDT,27302863,e2bafc4dab8de9f761826916cb8f587b2ee4e62afbed7bf005f0bf340c4cc895
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BINANCE_20250727_BTCUSDT.csv.gz,BINANCE,20250727,BTCUSDT,116181392,d1bc73b60ac1a927fc990f3328ca00a4e4bff8dd4bc75dd0d1a80267774b98aa
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BITGET_20250727_BTCUSDT.csv.gz,BITGET,20250727,BTCUSDT,16104208,3ffc8538a8f82bf5af010df11a06d60a2e76cdc865d3cf019ec9189d100bf37b
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/BYBITSPOT_20250727_BTCUSDT.csv.gz,BYBITSPOT,20250727,BTCUSDT,11887386,3fb542c61405ae07fa15da55939603e03f70f9a4a4efb4b26655fb393e6f28fb
/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_jul/COINBASE_20250727_BTCUSDT.csv.gz,COINBASE,20250727,BTCUSDT,20705702,6fdd3e2864b527fbdf6982763a6eed2b1928b95052620c841e6562f8da173054
