event_id,date,venue_event,venue_i,venue_j,delta_disp,delta_entropy,session,wash_tercile,n_pre,n_post
124,20250905,COINBASE,BITGET,COINBASE,2.350232781066357e-08,4.422615204457969e-05,London,low,134,171
125,20250905,COINBASE,COINBASE,BINANCE,3.412074500167098e-08,6.277301686119507e-05,London,low,179,180
125,20250905,COINBASE,BINANCE,COINBASE,2.544701598886768e-08,0.0,London,low,180,180
125,20250905,COINBASE,COINBASE,BYBITSPOT,-1.4904696497625665e-08,6.277301686119507e-05,London,low,179,180
125,20250905,COINBASE,BYBITSPOT,COINBASE,8.22572474877637e-09,7.152968064527698e-07,London,low,177,178
125,20250905,COINBASE,COINBASE,BITGET,-1.9415561601991208e-08,-9.55811327478795e-05,London,low,170,177
125,20250905,COINBASE,BITGET,COINBASE,1.7367769716952304e-08,7.490897406015051e-05,London,low,143,166
126,20250905,COINBASE,COINBASE,BINANCE,4.962811433128687e-08,0.0,London,low,180,180
126,20250905,COINBASE,BINANCE,COINBASE,2.9448172550014546e-08,0.0,London,low,180,180
126,20250905,COINBASE,COINBASE,BYBITSPOT,2.8617658558862653e-09,6.277301686119507e-05,London,low,179,180
126,20250905,COINBASE,BYBITSPOT,COINBASE,2.4433587715181565e-08,-6.277301686119507e-05,London,low,175,179
126,20250905,COINBASE,COINBASE,BITGET,5.921593365313926e-09,3.766127950322051e-05,London,low,173,179
126,20250905,COINBASE,BITGET,COINBASE,2.2190549924720078e-08,8.512155564854851e-07,London,low,167,168
127,20250905,COINBASE,COINBASE,BINANCE,-1.2429727663146378e-08,0.0,London,low,180,180
127,20250905,COINBASE,BINANCE,COINBASE,-2.3852877201059058e-08,0.0,London,low,180,180
127,20250905,COINBASE,COINBASE,BYBITSPOT,-1.4075937937387219e-08,6.277301686119507e-05,London,low,179,175
127,20250905,COINBASE,BYBITSPOT,COINBASE,-3.9723335197172265e-08,-6.277301686119507e-05,London,low,180,179
127,20250905,COINBASE,COINBASE,BITGET,-1.3523994485733552e-08,0.0,London,low,175,175
127,20250905,COINBASE,BITGET,COINBASE,-3.640435011174082e-08,-9.486583594142672e-05,London,low,175,178
128,20250906,BINANCE,BINANCE,COINBASE,-1.3001935546940628e-08,0.0,NewYork,low,180,180
128,20250906,BINANCE,COINBASE,BINANCE,-2.6194464742199602e-08,0.0,NewYork,low,180,180
128,20250906,BINANCE,BINANCE,BYBITSPOT,-4.664324706231036e-09,3.280811588668442e-05,NewYork,low,177,179
128,20250906,BINANCE,BYBITSPOT,BINANCE,-8.784644008416518e-10,-0.004095630343789569,NewYork,low,165,175
128,20250906,BINANCE,BINANCE,BITGET,-4.719797372626053e-09,0.0,NewYork,low,180,180
128,20250906,BINANCE,BITGET,BINANCE,-2.097339241612695e-09,0.0001543408395880963,NewYork,low,180,180
129,20250906,BINANCE,BINANCE,COINBASE,-1.0129470109803358e-08,0.0,NewYork,low,180,180
129,20250906,BINANCE,COINBASE,BINANCE,2.1741109338206042e-08,0.0,NewYork,low,180,180
129,20250906,BINANCE,BINANCE,BYBITSPOT,-9.299920065960373e-09,-9.55811327478795e-05,NewYork,low,170,177
129,20250906,BINANCE,BYBITSPOT,BINANCE,-1.8295242400990933e-09,7.467353091650253e-06,NewYork,low,159,166
129,20250906,BINANCE,BINANCE,BITGET,-3.439987311147993e-09,0.00083362512789531,NewYork,low,167,180
129,20250906,BINANCE,BITGET,BINANCE,-2.4404951058146575e-09,7.668463447485507e-05,NewYork,low,161,180
130,20250906,BINANCE,BINANCE,COINBASE,2.5835318696659425e-08,0.0,NewYork,low,180,180
130,20250906,BINANCE,COINBASE,BINANCE,2.438075421874953e-08,0.0,NewYork,low,180,180
130,20250906,BINANCE,BINANCE,BYBITSPOT,1.828685332976099e-08,0.00045241561673226016,NewYork,low,170,171
130,20250906,BINANCE,BYBITSPOT,BINANCE,1.4017246426091606e-08,0.0017465317815996695,NewYork,low,161,159
130,20250906,BINANCE,BINANCE,BITGET,1.8842986280961223e-08,-0.0003610668170603848,NewYork,low,179,169
131,20250906,BINANCE,BINANCE,COINBASE,-8.900399921666294e-09,-0.0004632610365908896,Tokyo,high,180,180
131,20250906,BINANCE,COINBASE,BINANCE,-8.981171628552891e-09,0.0023199007454606235,Tokyo,high,180,180
131,20250906,BINANCE,BINANCE,BYBITSPOT,-1.6171720686400386e-09,-0.021787534594531532,Tokyo,high,166,176
131,20250906,BINANCE,BYBITSPOT,BINANCE,-3.1775449059402843e-09,0.02756002019382775,Tokyo,high,137,156
131,20250906,BINANCE,BINANCE,BITGET,-1.2895522814079109e-08,-0.05121578581495534,Tokyo,high,137,132
131,20250906,BINANCE,BITGET,BINANCE,-3.2588429689175304e-09,0.025515940125313108,Tokyo,high,137,123
132,20250906,BITGET,BITGET,BINANCE,-2.097339241612695e-09,0.0001543408395880963,NewYork,low,180,180
132,20250906,BITGET,BINANCE,BITGET,-4.719797372626053e-09,0.0,NewYork,low,180,180
132,20250906,BITGET,BITGET,COINBASE,-5.164383490757887e-09,0.0,NewYork,low,180,180
132,20250906,BITGET,COINBASE,BITGET,-9.688070252975333e-09,0.0,NewYork,low,180,180
132,20250906,BITGET,BITGET,BYBITSPOT,5.33774917020745e-09,9.55811327478795e-05,NewYork,low,177,175
132,20250906,BITGET,BYBITSPOT,BITGET,-1.3188106979736169e-08,-0.004027628213942869,NewYork,low,171,175
133,20250906,BITGET,BITGET,BINANCE,-2.4404951058146575e-09,7.668463447485507e-05,NewYork,low,161,180
133,20250906,BITGET,BINANCE,BITGET,-3.439987311147993e-09,0.00083362512789531,NewYork,low,167,180
133,20250906,BITGET,BITGET,COINBASE,-5.970746477958947e-10,0.0,NewYork,low,165,180
133,20250906,BITGET,COINBASE,BITGET,-3.8211381844662687e-10,0.0001073590537559177,NewYork,low,167,180
133,20250906,BITGET,BITGET,BYBITSPOT,-7.678268267900263e-09,-1.889649827302442e-05,NewYork,low,161,177
133,20250906,BITGET,BYBITSPOT,BITGET,5.71088787630461e-11,2.0242491360678017e-05,NewYork,low,157,172
134,20250906,BITGET,BINANCE,BITGET,1.8842986280961223e-08,-0.0003610668170603848,NewYork,low,179,169
134,20250906,BITGET,BITGET,COINBASE,1.399199123036327e-08,0.022605364443767373,NewYork,low,158,167
134,20250906,BITGET,COINBASE,BITGET,1.6613451406971557e-08,-7.672282283044396e-06,NewYork,low,179,169
134,20250906,BITGET,BITGET,BYBITSPOT,1.988004165197896e-08,0.006658947238691537,NewYork,low,169,161
134,20250906,BITGET,BYBITSPOT,BITGET,6.69304177788342e-09,-1.3924397116671372e-05,NewYork,low,168,158
135,20250906,BITGET,BITGET,BINANCE,-3.5497860725953367e-09,0.06435621448643047,Tokyo,high,140,123
135,20250906,BITGET,BINANCE,BITGET,-1.2048587131257852e-08,-0.05080952023049656,Tokyo,high,140,132
135,20250906,BITGET,BITGET,COINBASE,-3.5926418837670655e-09,0.04394954802542683,Tokyo,low,140,123
135,20250906,BITGET,COINBASE,BITGET,-1.2295144832992962e-08,0.016384494801813254,Tokyo,high,140,132
135,20250906,BITGET,BITGET,BYBITSPOT,-5.629354444318269e-09,0.04622141237561683,Tokyo,high,104,119
135,20250906,BITGET,BYBITSPOT,BITGET,-3.629097046858435e-09,0.07415641336320844,Tokyo,high,131,120
136,20250906,BYBITSPOT,BYBITSPOT,BINANCE,-8.784644008416518e-10,-0.004095630343789569,NewYork,low,165,175
136,20250906,BYBITSPOT,BINANCE,BYBITSPOT,-4.664324706231036e-09,3.280811588668442e-05,NewYork,low,177,179
136,20250906,BYBITSPOT,BYBITSPOT,COINBASE,-1.6998423825562777e-09,3.243216651771519e-05,NewYork,low,173,171
136,20250906,BYBITSPOT,COINBASE,BYBITSPOT,-4.705843946939562e-09,3.280811588668442e-05,NewYork,low,177,179
136,20250906,BYBITSPOT,BYBITSPOT,BITGET,-1.3188106979736169e-08,-0.004027628213942869,NewYork,low,171,175
136,20250906,BYBITSPOT,BITGET,BYBITSPOT,5.33774917020745e-09,9.55811327478795e-05,NewYork,low,177,175
137,20250906,BYBITSPOT,BYBITSPOT,BINANCE,-1.8295242400990933e-09,7.467353091650253e-06,NewYork,low,159,166
137,20250906,BYBITSPOT,BINANCE,BYBITSPOT,-9.299920065960373e-09,-9.55811327478795e-05,NewYork,low,170,177
137,20250906,BYBITSPOT,BYBITSPOT,COINBASE,-9.196609073520763e-09,0.00011314944552243134,NewYork,low,163,170
137,20250906,BYBITSPOT,COINBASE,BYBITSPOT,-1.0283870324531693e-08,-9.55811327478795e-05,NewYork,low,170,177
137,20250906,BYBITSPOT,BYBITSPOT,BITGET,5.71088787630461e-11,2.0242491360678017e-05,NewYork,low,157,172
137,20250906,BYBITSPOT,BITGET,BYBITSPOT,-7.678268267900263e-09,-1.889649827302442e-05,NewYork,low,161,177
138,20250906,BYBITSPOT,BYBITSPOT,BINANCE,1.643002246498694e-08,0.0017465317815996695,NewYork,low,161,159
138,20250906,BYBITSPOT,BINANCE,BYBITSPOT,1.8351604084223342e-08,0.00045241561673226016,NewYork,low,170,171
138,20250906,BYBITSPOT,BYBITSPOT,COINBASE,1.8272818084449538e-08,7.668463447485507e-05,NewYork,low,161,160
138,20250906,BYBITSPOT,COINBASE,BYBITSPOT,2.585936474716238e-08,-6.80021298467004e-05,NewYork,low,170,171
138,20250906,BYBITSPOT,BYBITSPOT,BITGET,7.448803144350398e-09,-1.3924397116671372e-05,NewYork,low,168,158
138,20250906,BYBITSPOT,BITGET,BYBITSPOT,2.0731538896722926e-08,0.009969839706632566,NewYork,low,169,161
139,20250906,BYBITSPOT,BYBITSPOT,BINANCE,-3.7152329930531837e-09,0.012015320877580393,Tokyo,high,137,155
139,20250906,BYBITSPOT,BINANCE,BYBITSPOT,-1.4719969887994358e-09,0.059442368743920504,Tokyo,high,165,176
139,20250906,BYBITSPOT,BYBITSPOT,COINBASE,-4.3842823783146525e-09,0.022481960171517157,Tokyo,high,137,155
139,20250906,BYBITSPOT,COINBASE,BYBITSPOT,-5.598325254027514e-09,0.0290896493168038,Tokyo,low,165,176
139,20250906,BYBITSPOT,BYBITSPOT,BITGET,-3.629097046858435e-09,0.07415641336320844,Tokyo,high,131,120
139,20250906,BYBITSPOT,BITGET,BYBITSPOT,-5.629354444318269e-09,0.04622141237561683,Tokyo,high,104,119
140,20250906,COINBASE,COINBASE,BINANCE,-2.6194464742199602e-08,0.0,NewYork,low,180,180
140,20250906,COINBASE,BINANCE,COINBASE,-1.3001935546940628e-08,0.0,NewYork,low,180,180
140,20250906,COINBASE,COINBASE,BYBITSPOT,-4.705843946939562e-09,3.280811588668442e-05,NewYork,low,177,179
140,20250906,COINBASE,BYBITSPOT,COINBASE,-1.6998423825562777e-09,3.243216651771519e-05,NewYork,low,173,171
140,20250906,COINBASE,COINBASE,BITGET,-9.688070252975333e-09,0.0,NewYork,low,180,180
140,20250906,COINBASE,BITGET,COINBASE,-5.164383490757887e-09,0.0,NewYork,low,180,180
141,20250906,COINBASE,COINBASE,BINANCE,2.1741109338206042e-08,0.0,NewYork,low,180,180
141,20250906,COINBASE,BINANCE,COINBASE,-1.0129470109803358e-08,0.0,NewYork,low,180,180
141,20250906,COINBASE,COINBASE,BYBITSPOT,-1.0283870324531693e-08,-9.55811327478795e-05,NewYork,low,170,177
141,20250906,COINBASE,BYBITSPOT,COINBASE,-9.196609073520763e-09,0.00011314944552243134,NewYork,low,163,170
141,20250906,COINBASE,COINBASE,BITGET,-3.8211381844662687e-10,0.0001073590537559177,NewYork,low,167,180
141,20250906,COINBASE,BITGET,COINBASE,-5.970746477958947e-10,0.0,NewYork,low,165,180
142,20250906,COINBASE,COINBASE,BINANCE,2.438075421874953e-08,0.0,NewYork,low,180,180
142,20250906,COINBASE,BINANCE,COINBASE,2.5835318696659425e-08,0.0,NewYork,low,180,180
142,20250906,COINBASE,COINBASE,BYBITSPOT,2.430739469562665e-08,-6.80021298467004e-05,NewYork,low,170,171
142,20250906,COINBASE,BYBITSPOT,COINBASE,1.810267125137765e-08,-7.668463447485507e-05,NewYork,low,160,161
142,20250906,COINBASE,COINBASE,BITGET,1.6613451406971557e-08,-7.672282283044396e-06,NewYork,low,179,169
142,20250906,COINBASE,BITGET,COINBASE,1.399199123036327e-08,0.022605364443767373,NewYork,low,158,167
143,20250906,COINBASE,COINBASE,BINANCE,-8.84352729176933e-09,0.0,Tokyo,high,180,180
143,20250906,COINBASE,BINANCE,COINBASE,2.886653750348541e-09,0.0012361600415793372,Tokyo,high,180,180
143,20250906,COINBASE,COINBASE,BYBITSPOT,-5.598325254027514e-09,0.0290896493168038,Tokyo,low,165,176
143,20250906,COINBASE,BYBITSPOT,COINBASE,-4.3842823783146525e-09,0.022481960171517157,Tokyo,high,137,155
143,20250906,COINBASE,COINBASE,BITGET,-1.2295144832992962e-08,0.016384494801813254,Tokyo,high,140,132
143,20250906,COINBASE,BITGET,COINBASE,-3.5926418837670655e-09,0.04394954802542683,Tokyo,low,140,123
144,20250907,BINANCE,BINANCE,COINBASE,-1.7444287778208012e-09,-0.0017452936258322005,Tokyo,high,179,180
144,20250907,BINANCE,COINBASE,BINANCE,-1.2134683099174747e-09,-0.07490155663918596,Tokyo,high,178,180
144,20250907,BINANCE,BYBITSPOT,BINANCE,1.4289214651833358e-09,0.1016495779288129,Tokyo,low,134,122
144,20250907,BINANCE,BINANCE,BITGET,-7.07590238612315e-10,0.001478176884388338,Tokyo,low,173,180
144,20250907,BINANCE,BITGET,BINANCE,8.938545350887761e-10,-2.3595269199372382e-05,Tokyo,low,171,173
145,20250907,BINANCE,BINANCE,COINBASE,2.010006780598611e-08,-3.766127950322051e-05,London,low,179,173
145,20250907,BINANCE,COINBASE,BINANCE,2.341844601250018e-08,-1.2493217814490976e-05,London,low,178,167
145,20250907,BINANCE,BINANCE,BYBITSPOT,2.968844143145767e-08,0.0049906421569270165,London,low,174,178
145,20250907,BINANCE,BYBITSPOT,BINANCE,1.7076392770854873e-08,-0.00012956940146269247,London,low,160,152
145,20250907,BINANCE,BINANCE,BITGET,2.4991529462693086e-08,0.07430825631222171,London,low,159,170
145,20250907,BINANCE,BITGET,BINANCE,1.4757880442669874e-08,0.00021854819884614685,London,low,117,170
146,20250907,BINANCE,BINANCE,COINBASE,-1.7839802777183784e-08,-0.00010043429636441559,London,low,175,173
146,20250907,BINANCE,COINBASE,BINANCE,3.801108366017131e-09,-4.670607958656703e-05,London,low,174,163
146,20250907,BINANCE,BINANCE,BYBITSPOT,-1.0030402946233029e-08,0.02382060341357084,London,low,176,172
146,20250907,BINANCE,BYBITSPOT,BINANCE,-4.649969932191059e-09,0.02564841501684212,London,low,155,149
146,20250907,BINANCE,BINANCE,BITGET,1.2661426734967133e-09,0.0004908350774484038,London,low,163,165
146,20250907,BINANCE,BITGET,BINANCE,6.477033725200585e-09,-0.00016196332501561272,London,low,146,140
147,20250907,BINANCE,BINANCE,COINBASE,-5.816311315523487e-09,5.947500364666958e-05,Sydney,low,180,178
147,20250907,BINANCE,COINBASE,BINANCE,8.56302397776156e-09,-0.0032187370785792258,Sydney,low,180,179
147,20250907,BINANCE,BYBITSPOT,BINANCE,-9.019527856974089e-10,-1.1077852351437656e-05,Sydney,low,146,139
148,20250907,BITGET,BITGET,BINANCE,9.157281335019926e-10,-2.3595269199372382e-05,Tokyo,low,171,173
148,20250907,BITGET,BINANCE,BITGET,-6.925060118480658e-10,0.0016325177239764344,Tokyo,high,173,180
148,20250907,BITGET,BITGET,COINBASE,2.0488251341168273e-09,0.029560783967295556,Tokyo,low,170,173
148,20250907,BITGET,COINBASE,BITGET,-1.1493099866623343e-09,-0.008631298144625932,Tokyo,high,172,179
148,20250907,BITGET,BITGET,BYBITSPOT,-3.791492364367583e-09,-0.05324430121046908,Tokyo,high,138,148
148,20250907,BITGET,BYBITSPOT,BITGET,-4.1143897648870936e-09,0.0020639822738508506,Tokyo,low,118,125
149,20250907,BITGET,BITGET,BINANCE,1.4757880442669874e-08,0.00021854819884614685,London,low,117,170
149,20250907,BITGET,BINANCE,BITGET,2.4991529462693086e-08,0.07430825631222171,London,low,159,170
149,20250907,BITGET,BITGET,COINBASE,2.79287417413248e-08,0.00013549357378739302,London,low,121,160
149,20250907,BITGET,COINBASE,BITGET,1.7643978045025805e-08,0.09019911273096759,London,low,155,161
149,20250907,BITGET,BITGET,BYBITSPOT,2.3333176470877664e-09,9.989588026293461e-05,London,low,141,155
149,20250907,BITGET,BYBITSPOT,BITGET,2.0004127054541774e-08,1.6419955940261133e-05,London,low,152,163
150,20250907,BITGET,BITGET,BINANCE,5.893056603291729e-09,-1.1077852351437656e-05,London,low,146,139
150,20250907,BITGET,BINANCE,BITGET,-7.530918172621374e-10,0.0004908350774484038,London,low,163,165
150,20250907,BITGET,BITGET,COINBASE,8.695454726914893e-09,-0.022446929228164825,London,low,143,136
150,20250907,BITGET,COINBASE,BITGET,7.837513989610483e-09,-7.961522899169182e-05,London,low,155,159
150,20250907,BITGET,BITGET,BYBITSPOT,-1.707278401860221e-08,-0.000307934211336125,London,low,150,151
150,20250907,BITGET,BYBITSPOT,BITGET,1.040863654227988e-08,0.00321771070716359,London,low,155,157
151,20250907,BITGET,BITGET,COINBASE,-2.694388181228753e-09,-0.0001976035851396496,Sydney,low,68,91
151,20250907,BITGET,BITGET,BYBITSPOT,-3.260938760149994e-09,0.0006521357556530383,Sydney,low,68,105
152,20250907,BYBITSPOT,BYBITSPOT,BINANCE,1.6074937231960685e-09,0.001611252599059032,Tokyo,low,135,123
152,20250907,BYBITSPOT,BYBITSPOT,COINBASE,2.3000534923537778e-09,0.0004747608483695043,Tokyo,low,134,122
152,20250907,BYBITSPOT,COINBASE,BYBITSPOT,-2.9184964193622106e-09,-0.0839395705026067,Tokyo,high,149,149
152,20250907,BYBITSPOT,BYBITSPOT,BITGET,-4.185240991709846e-09,-0.00022645622320371928,Tokyo,high,118,126
152,20250907,BYBITSPOT,BITGET,BYBITSPOT,-3.936108374333466e-09,-0.052608767029082903,Tokyo,high,138,149
153,20250907,BYBITSPOT,BYBITSPOT,BINANCE,1.7076392770854873e-08,-0.00012956940146269247,London,low,160,152
153,20250907,BYBITSPOT,BINANCE,BYBITSPOT,2.968844143145767e-08,0.0049906421569270165,London,low,174,178
153,20250907,BYBITSPOT,BYBITSPOT,COINBASE,1.8115765987731055e-08,7.961522899169182e-05,London,low,159,145
153,20250907,BYBITSPOT,COINBASE,BYBITSPOT,2.8287078788654545e-08,0.0029104358123133167,London,low,167,167
153,20250907,BYBITSPOT,BYBITSPOT,BITGET,2.0004127054541774e-08,1.6419955940261133e-05,London,low,152,163
153,20250907,BYBITSPOT,BITGET,BYBITSPOT,2.3333176470877664e-09,9.989588026293461e-05,London,low,141,155
154,20250907,BYBITSPOT,BYBITSPOT,BINANCE,-6.581527107252723e-09,0.017011916303675045,London,low,155,149
154,20250907,BYBITSPOT,BINANCE,BYBITSPOT,-1.1931287918860664e-08,0.01994271659599045,London,low,176,172
154,20250907,BYBITSPOT,BYBITSPOT,COINBASE,6.807057547912074e-09,-2.4934047406777182e-06,London,low,149,146
154,20250907,BYBITSPOT,COINBASE,BYBITSPOT,-7.436645448396321e-09,-1.1217870992119572e-05,London,low,169,156
154,20250907,BYBITSPOT,BYBITSPOT,BITGET,1.040863654227988e-08,0.00321771070716359,London,low,155,157
154,20250907,BYBITSPOT,BITGET,BYBITSPOT,-1.707278401860221e-08,-0.000307934211336125,London,low,150,151
155,20250907,BYBITSPOT,BYBITSPOT,BINANCE,-9.019527856974089e-10,-1.1077852351437656e-05,Sydney,low,146,139
155,20250907,BYBITSPOT,BYBITSPOT,COINBASE,2.4812360640779845e-09,-0.00017003326097597693,Sydney,low,145,133
155,20250907,BYBITSPOT,BITGET,BYBITSPOT,-3.260938760149994e-09,0.0006521357556530383,Sydney,low,68,105
156,20250907,COINBASE,COINBASE,BINANCE,-1.1412823268887879e-09,-0.06124861316213037,Tokyo,high,178,180
156,20250907,COINBASE,BINANCE,COINBASE,-1.8392251288038655e-09,1.2401393371108682e-05,Tokyo,high,179,180
156,20250907,COINBASE,COINBASE,BYBITSPOT,-2.9184964193622106e-09,-0.0839395705026067,Tokyo,high,149,149
156,20250907,COINBASE,BYBITSPOT,COINBASE,2.3000534923537778e-09,0.0004747608483695043,Tokyo,low,134,122
156,20250907,COINBASE,COINBASE,BITGET,-1.2052771667282916e-09,0.02612983846058259,Tokyo,high,172,179
156,20250907,COINBASE,BITGET,COINBASE,1.980024795880136e-09,0.03450422821490684,Tokyo,low,170,173
157,20250907,COINBASE,COINBASE,BINANCE,2.341844601250018e-08,-1.2493217814490976e-05,London,low,178,167
157,20250907,COINBASE,BINANCE,COINBASE,2.010006780598611e-08,-3.766127950322051e-05,London,low,179,173
157,20250907,COINBASE,COINBASE,BYBITSPOT,2.8287078788654545e-08,0.0029104358123133167,London,low,167,167
157,20250907,COINBASE,BYBITSPOT,COINBASE,1.8115765987731055e-08,7.961522899169182e-05,London,low,159,145
157,20250907,COINBASE,COINBASE,BITGET,1.7643978045025805e-08,0.09019911273096759,London,low,155,161
157,20250907,COINBASE,BITGET,COINBASE,2.79287417413248e-08,0.00013549357378739302,London,low,121,160
158,20250907,COINBASE,COINBASE,BINANCE,2.1503857857251324e-09,-4.670607958656703e-05,London,low,174,163
158,20250907,COINBASE,BINANCE,COINBASE,-1.9459520835595113e-08,-0.00010043429636441559,London,low,175,173
158,20250907,COINBASE,COINBASE,BYBITSPOT,-7.436645448396321e-09,-1.1217870992119572e-05,London,low,169,156
158,20250907,COINBASE,BYBITSPOT,COINBASE,6.807057547912074e-09,-2.4934047406777182e-06,London,low,149,146
158,20250907,COINBASE,COINBASE,BITGET,7.837513989610483e-09,-7.961522899169182e-05,London,low,155,159
158,20250907,COINBASE,BITGET,COINBASE,8.695454726914893e-09,-0.022446929228164825,London,low,143,136
159,20250907,COINBASE,COINBASE,BINANCE,8.56302397776156e-09,-0.0032187370785792258,Sydney,low,180,179
159,20250907,COINBASE,BINANCE,COINBASE,-5.816311315523487e-09,5.947500364666958e-05,Sydney,low,180,178
159,20250907,COINBASE,BYBITSPOT,COINBASE,2.4812360640779845e-09,-0.00017003326097597693,Sydney,low,145,133
159,20250907,COINBASE,BITGET,COINBASE,-2.694388181228753e-09,-0.0001976035851396496,Sydney,low,68,91
